問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
education,教育,educate（教育する）から,Education is important for everyone.,10,,,,,,
university,大学,college も大学を指す,She goes to a university in Tokyo.,10,,,,,,
college,大学、単科大学,,He studies law at college.,10,,,,,,
entrance exam,入学試験,2語で1つの意味,I am studying for the entrance exam.,10,,,,,,
scholarship,奨学金,scholar（学者）＋ ship,She received a scholarship.,10,,,,,,
major,専攻、主要な,意味が2つある,My major is English.,10,,,,,,
research,研究、調査する,名詞にも動詞にも使う,She is doing research on plants.,10,,,,,,
knowledge,知識,know（知る）から,He has a lot of knowledge.,10,,,,,,
effort,努力,make an effort で「努力する」,Your effort will be rewarded.,10,,,,,,
challenge,挑戦、難題,,This is a big challenge for me.,10,,,,,,
opportunity,機会,chance よりかたい言い方,This is a good opportunity.,10,,,,,,
career,職歴、経歴,,She started her career as a nurse.,10,,,,,,
achieve,達成する,,He achieved his goal.,10,,,,,,
succeed,成功する,succeed in ～ の形で使う,She succeeded in the exam.,10,,,,,,
fail,失敗する,,Do not be afraid to fail.,10,,,,,,
graduation,卒業,graduate（卒業する）から,Graduation is in March.,10,,,,,,
certificate,証明書,,I got a certificate of English.,10,,,,,,
lecture,講義,,The lecture starts at ten.,10,,,,,,
semester,学期,,The new semester begins in April.,10,,,,,,
