問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
adequate for,～に十分な,2語で1つの意味,The room is adequate for ten.,10,,,,,,
applicable to,～に当てはまる,2語で1つの意味,This rule is applicable to all.,10,,,,,,
characteristic of,～に特有の,2語で1つの意味,That style is characteristic of the artist.,10,,,,,,
comparable to,～に匹敵する,2語で1つの意味,The result is comparable to last year.,10,,,,,,
dependent on,～に依存した,2語で1つの意味,The plan is dependent on funding.,10,,,,,,
indifferent to,～に無関心な,2語で1つの意味,He seemed indifferent to praise.,10,,,,,,
intolerable,耐えられない,tolerate（耐える）の否定,The heat was intolerable.,10,,,,,,
irrelevant to,～と無関係な,2語で1つの意味,That point is irrelevant to our topic.,10,,,,,,
liable to,～しがちな,2語で1つの意味,Old pipes are liable to leak.,10,,,,,,
parallel to,～と並行して,2語で1つの意味,The road runs parallel to the river.,10,,,,,,
proportional,比例した,proportion（割合）から,The cost is proportional to weight.,10,,,,,,
respective,それぞれの,,They returned to their respective homes.,10,,,,,,
simultaneous,同時の,,The two events were simultaneous.,10,,,,,,
subsequently,その後,subsequent（その後の）から,"Subsequently, the rule changed.",10,,,,,,
accordingly to plan,計画どおりに,3語で1つの意味,Work proceeded accordingly to plan.,10,,,,,,
inherently,本質的に,inherent（本来の）から,The task is inherently difficult.,10,,,,,,
markedly,著しく,marked（著しい）から,Sales rose markedly.,10,,,,,,
predominantly,主に,predominant（主要な）から,The area is predominantly rural.,10,,,,,,
seemingly,一見したところ,seem（～に見える）から,The problem is seemingly simple.,10,,,,,,
virtually,事実上、ほとんど,,The task is virtually finished.,10,,,,,,
