問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
velocity,速度,speed に向きを加えたもの,Calculate the velocity.,10,,,,,,
acceleration,加速度,accelerate（加速する）から,Acceleration is measured in m/s².,10,,,,,,
momentum of,～の運動量,2語で1つの意味,The momentum of the ball changed.,10,,,,,,
inertia,慣性,,Inertia keeps the object moving.,10,,,,,,
kinetic,運動の,,Kinetic energy depends on speed.,10,,,,,,
potential energy,位置エネルギー,2語で1つの意味,Potential energy increases with height.,10,,,,,,
wavelength,波長,wave（波）＋ length（長さ）,Red light has a long wavelength.,10,,,,,,
frequency,振動数、頻度,意味が2つある,The frequency is 50 hertz.,10,,,,,,
amplitude,振幅,,The amplitude of the wave grew.,10,,,,,,
refraction,屈折,refract（屈折する）から,Refraction bends the light.,10,,,,,,
conductor,導体、指揮者,意味が2つある,Copper is a good conductor.,10,,,,,,
insulator,絶縁体,insulate（絶縁する）から,Rubber is an insulator.,10,,,,,,
electrode,電極,,Attach the electrode here.,10,,,,,,
ion,イオン,,Salt breaks into ions.,10,,,,,,
oxidation,酸化,oxide（酸化物）から,Oxidation makes iron rust.,10,,,,,,
reduction,還元、削減,意味が2つある,Oxidation and reduction occur together.,10,,,,,,
neutralize,中和する,neutral（中性の）から,The base neutralizes the acid.,10,,,,,,
concentration of,～の濃度,2語で1つの意味,Measure the concentration of salt.,10,,,,,,
saturated,飽和した,,The solution is saturated.,10,,,,,,
valence,原子価,,Carbon has a valence of four.,10,,,,,,
