問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
journalist,記者,journal（新聞や雑誌）から,The journalist asked a question.,10,,,,,,
judgement,判断,英国でよく使うつづり,I trust her judgement.,10,,,,,,
judgment,判断,米国でよく使うつづり。judgement と同じ,He showed good judgment.,10,,,,,,
jug,水差し,,Fill the jug with water.,10,,,,,,
juicy,水分の多い,juice（果汁）から,This peach is juicy.,10,,,,,,
jumper,セーター,英国でよく使う言い方,Wear a warm jumper.,10,,,,,,
jungle,ジャングル、密林,,They walked through the jungle.,10,,,,,,
kettle,やかん,,Put the kettle on.,10,,,,,,
killing,殺すこと,kill から,The killing of wild animals is banned.,10,,,,,,
kindness,親切,kind（親切な）から,Thank you for your kindness.,10,,,,,,
kitten,子ネコ,,The kitten is playing.,10,,,,,,
knit,編む,k を読まない,She knitted a scarf.,10,,,,,,
lab,実験室,laboratory を短くした言い方,We met outside the lab.,10,,,,,,
ladder,はしご,,He climbed the ladder.,10,,,,,,
lamb,子羊、子羊の肉,b を読まない,The lamb followed its mother.,10,,,,,,
largely,おもに、大部分は,large から,The plan was largely successful.,10,,,,,,
lasting,長く続く,last（続く）から,They built a lasting friendship.,10,,,,,,
latecomer,遅れて来た人,late ＋ comer,The latecomer sat at the back.,10,,,,,,
lately,最近,,I have not seen him lately.,10,,,,,,
laughter,笑い、笑い声,laugh（笑う）から,The room filled with laughter.,10,,,,,,
