問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
can,～できる,あとに動詞のもとの形を置く,I can swim very well.,10,,,,,,
may,～してもよい,May I ～? でていねいにたずねる,May I come in?,10,,,,,,
must,～しなければならない,,You must do your homework.,10,,,,,,
will,～するつもりだ、～だろう,これからのことを表す,I will call you tonight.,10,,,,,,
let,～させる,Let's ～ の形でよく使う,Let us play tennis.,10,,,,,,
do,する,疑問文を作るときにも使う,I do my homework at night.,10,,,,,,
have,持っている、食べる,意味が多い,I have two brothers.,10,,,,,,
be,～である、いる,"am, is, are のもとの形",I want to be a teacher.,10,,,,,,
become,～になる,,She became a doctor.,10,,,,,,
look for,さがす,2語で1つの意味,I am looking for my key.,10,,,,,,
get up,起きる,2語で1つの意味,I get up at six every day.,10,,,,,,
go to bed,寝る,3語で1つの意味,I go to bed at ten.,10,,,,,,
come back,もどってくる,2語で1つの意味,He will come back soon.,10,,,,,,
take care,気をつける,Take care. で「気をつけてね」,Take care of yourself.,10,,,,,,
put on,身につける,2語で1つの意味,Put on your coat.,10,,,,,,
turn on,（明かりなどを）つける,2語で1つの意味,Turn on the light.,10,,,,,,
turn off,（明かりなどを）消す,2語で1つの意味,Turn off the TV.,10,,,,,,
listen to,～を聞く,to を忘れやすい,I listen to music every day.,10,,,,,,
look at,～を見る,at を忘れやすい,Look at the blackboard.,10,,,,,,
talk about,～について話す,2語で1つの意味,We talked about the game.,10,,,,,,
