問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
legislation process,立法の手続き,2語で1つの意味,The legislation process is slow.,10,,,,,,
statute,法令,,The statute took effect in April.,10,,,,,,
provision,条項、備え,,The provision protects workers.,10,,,,,,
clause,条項、節,,Read clause five carefully.,10,,,,,,
liable,法的責任がある,liability（責任）から,The driver is liable for damage.,10,,,,,,
negligence,過失、怠慢,neglect（怠る）から,The case involved negligence.,10,,,,,,
plaintiff,原告,defendant の対,The plaintiff won the case.,10,,,,,,
defendant,被告,plaintiff の対,The defendant denied the charge.,10,,,,,,
testimony,証言,testify（証言する）から,Her testimony was convincing.,10,,,,,,
testify,証言する,,He testified in court.,10,,,,,,
jury,陪審,,The jury deliberated for hours.,10,,,,,,
prosecutor,検察官,prosecute（起訴する）から,The prosecutor presented evidence.,10,,,,,,
appeal,控訴、訴える,,They filed an appeal.,10,,,,,,
acquit,無罪とする,convict の反対,The court acquitted him.,10,,,,,,
convict,有罪と判決する,acquit の反対,He was convicted of theft.,10,,,,,,
warrant,令状、正当化する,,Police obtained a warrant.,10,,,,,,
custody,拘留、親権,意味が2つある,He was taken into custody.,10,,,,,,
probation,保護観察、試用期間,,He was placed on probation.,10,,,,,,
compensation,賠償、補償,compensate（補償する）から,They received compensation.,10,,,,,,
settlement,和解、解決,settle（解決する）から,They reached a settlement.,10,,,,,,
