問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
situation,状況,,The situation is getting better.,10,,,,,,
condition,状態、条件,意味が2つある,The car is in good condition.,10,,,,,,
expand,広がる、拡大する,,The company expanded overseas.,10,,,,,,
grow up,成長する、大人になる,2語で1つの意味,I grew up in Saitama.,10,,,,,,
spread,広がる、広げる,過去形も spread,The news spread quickly.,10,,,,,,
remain,残る、～のままである,,Few problems remain.,10,,,,,,
replace,取りかえる,re（再び）＋ place（置く）,We replaced the old computer.,10,,,,,,
affect,影響する,動詞。名詞は effect,The weather affects our plans.,10,,,,,,
effect,影響、効果,名詞。動詞は affect,The medicine had a good effect.,10,,,,,,
cause,原因、引き起こす,名詞にも動詞にも使う,What caused the accident?,10,,,,,,
result in,～という結果になる,2語で1つの意味,The rain resulted in a delay.,10,,,,,,
influence,影響、影響を与える,,His teacher influenced him a lot.,10,,,,,,
sudden,突然の,suddenly は「突然に」,There was a sudden change.,10,,,,,,
gradual,徐々の,gradually は「徐々に」,The change was gradual.,10,,,,,,
