問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
make,作る,,I make lunch on Sunday.,10,,,,,,
take,取る、（乗り物に）乗る,意味が多い,I take the train to school.,10,,,,,,
give,与える、あげる,,Give me your hand.,10,,,,,,
get,手に入れる、～になる,意味が多い,I get up at six.,10,,,,,,
put,置く,過去形も put,Put your bag here.,10,,,,,,
buy,買う,,I want to buy a new bag.,10,,,,,,
sell,売る,,They sell fruit at that shop.,10,,,,,,
meet,会う,,Let us meet at the station.,10,,,,,,
start,始まる、始める,,Classes start at eight thirty.,10,,,,,,
stop,止まる、やめる,,The bus stopped here.,10,,,,,,
finish,終える、終わる,,I finished my homework.,10,,,,,,
wait,待つ,wait for ～ で「～を待つ」,"Wait for me, please.",10,,,,,,
call,呼ぶ、電話する,意味が2つある,Call me tonight.,10,,,,,,
ask,たずねる、たのむ,,May I ask a question?,10,,,,,,
tell,伝える、話す,相手が必要な動詞,Please tell me the truth.,10,,,,,,
teach,教える,,She teaches English.,10,,,,,,
learn,習う、覚える,教わって身につける,I learn ten words a day.,10,,,,,,
show,見せる,,Show me your notebook.,10,,,,,,
find,見つける,,I cannot find my key.,10,,,,,,
live,住む、生きる,live in ～ で「～に住む」,I live in Saitama.,10,,,,,,
