問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
profession,職業（専門の）,professional（専門の）の仲間,Teaching is a noble profession.,10,,,,,,
professor,教授,,The professor gave a lecture.,10,,,,,,
programme,番組、計画,英国のつづり。米国では program,The programme starts at eight.,10,,,,,,
promote,促進する、昇進させる,意味が2つある,They promoted him to manager.,10,,,,,,
properly,きちんと、正しく,proper（適切な）から,Close the door properly.,10,,,,,,
property,財産、性質,意味が2つある,The property belongs to her.,10,,,,,,
propose,提案する、結婚を申しこむ,意味が2つある,I propose a short break.,10,,,,,,
prosperity,繁栄,prosper（栄える）から,The town enjoyed prosperity.,10,,,,,,
prosperous,栄えている、豊かな,,It is a prosperous city.,10,,,,,,
protection,保護,protect（守る）から,Wear a hat for protection.,10,,,,,,
protective,守ろうとする、保護の,,She is protective of her students.,10,,,,,,
proverb,ことわざ,,That is an old proverb.,10,,,,,,
psychological,心理の,psychology（心理学）から,It was a psychological problem.,10,,,,,,
pub,パブ、酒場,英国でよく使う言い方,They met at a village pub.,10,,,,,,
publicly,公然と、人前で,public（公の）から,He apologised publicly.,10,,,,,,
publisher,出版社、出版する人,publish（出版する）から,The publisher accepted the book.,10,,,,,,
pullover,セーター,,He wore a red pullover.,10,,,,,,
pump,ポンプ、くみ上げる,意味が2つある,They pumped water from the well.,10,,,,,,
punishment,罰,punish（罰する）から,The punishment seemed too harsh.,10,,,,,,
pupil,生徒、ひとみ,意味が2つある,The pupils lined up outside.,10,,,,,,
