問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
food label,食品表示,2語で1つの意味,Read the food label.,10,,,,,,
expiration date,賞味期限,2語で1つの意味,Check the expiration date.,10,,,,,,
food waste,食品ロス,2語で1つの意味,Reduce food waste at home.,10,,,,,,
leftover,食べ残し,left over（残った）から,Do not throw away leftovers.,10,,,,,,
seasoning,調味料,season（味つけする）＋ ing,Add seasoning to taste.,10,,,,,,
soy sauce,しょうゆ,2語で1つの意味,Add a little soy sauce.,10,,,,,,
vinegar,酢,,Vinegar makes it sour.,10,,,,,,
steam,蒸す、蒸気,名詞にも動詞にも使う,Steam the vegetables.,10,,,,,,
fry,いためる、あげる,,Fry the egg in oil.,10,,,,,,
grill,焼く、焼き網,,Grill the fish on both sides.,10,,,,,,
simmer,とろ火で煮る,,Simmer for ten minutes.,10,,,,,,
peel,皮をむく、皮,名詞にも動詞にも使う,Peel the potatoes.,10,,,,,,
chop,刻む,,Chop the onion finely.,10,,,,,,
stir,かき混ぜる,,Stir the soup slowly.,10,,,,,,
serving size,一人分の量,2語で1つの意味,Check the serving size.,10,,,,,,
table manners,食事の作法,2語で1つの意味,Good table manners matter.,10,,,,,,
local produce,地元の農産物,2語で1つの意味,We buy local produce.,10,,,,,,
food allergy,食物アレルギー,2語で1つの意味,He has a food allergy.,10,,,,,,
hygiene rule,衛生のきまり,2語で1つの意味,Follow the hygiene rules.,10,,,,,,
meal plan,献立,2語で1つの意味,We made a weekly meal plan.,10,,,,,,
