問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
ago,～前に,two days ago のように前に期間を置く,I met him three years ago.,10,,,,,,
last,前の、最後の,last night で「昨夜」,I saw the movie last week.,10,,,,,,
was,～だった,"am, is の過去の形",I was very tired.,10,,,,,,
were,～だった,are の過去の形,They were in the park.,10,,,,,,
went,行った,go の過去の形,We went to Kyoto.,10,,,,,,
came,来た,come の過去の形,She came to my house.,10,,,,,,
saw,見た,see の過去の形,I saw a beautiful bird.,10,,,,,,
ate,食べた,eat の過去の形,I ate breakfast at seven.,10,,,,,,
made,作った,make の過去の形,My mother made a cake.,10,,,,,,
bought,買った,buy の過去の形,I bought a new bag.,10,,,,,,
took,取った、乗った,take の過去の形,I took the bus to school.,10,,,,,,
gave,与えた,give の過去の形,He gave me a present.,10,,,,,,
found,見つけた,find の過去の形,I found my key.,10,,,,,,
told,伝えた,tell の過去の形,She told me the news.,10,,,,,,
wrote,書いた,write の過去の形,I wrote a letter to my aunt.,10,,,,,,
ran,走った,run の過去の形,He ran to the station.,10,,,,,,
sang,歌った,sing の過去の形,We sang together.,10,,,,,,
began,始まった,begin の過去の形,The game began at two.,10,,,,,,
