問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
sovereign,主権を持つ,sovereignty（主権）から,It is a sovereign nation.,10,,,,,,
diplomatic,外交の,diplomacy（外交）から,They took a diplomatic approach.,10,,,,,,
negotiator,交渉者,negotiate（交渉する）から,The negotiator was skilled.,10,,,,,,
ceasefire,停戦,cease（やめる）＋ fire（砲火）,A ceasefire was agreed.,10,,,,,,
armistice,休戦,,The armistice ended the fighting.,10,,,,,,
occupation,占領、職業,意味が2つある,The occupation lasted seven years.,10,,,,,,
displacement,避難、移動,displace（追いやる）から,The war caused mass displacement.,10,,,,,,
asylum,亡命、保護,,They sought asylum abroad.,10,,,,,,
humanitarian crisis,人道危機,2語で1つの意味,A humanitarian crisis unfolded.,10,,,,,,
intervention force,介入部隊,2語で1つの意味,An intervention force was sent.,10,,,,,,
peacekeeping,平和維持,peace（平和）＋ keeping,Peacekeeping troops arrived.,10,,,,,,
disarmament,軍縮,disarm（武装解除する）から,Disarmament talks continue.,10,,,,,,
proliferation,拡散、増殖,,Nuclear proliferation is a danger.,10,,,,,,
embargo,禁輸措置,,They imposed an oil embargo.,10,,,,,,
tariff,関税,,The tariff raised prices.,10,,,,,,
quota,割当量,,There is an import quota.,10,,,,,,
bilateral,二国間の,bi（2つ）＋ lateral（側の）,They signed a bilateral treaty.,10,,,,,,
multilateral,多国間の,multi（多）＋ lateral,Multilateral talks began.,10,,,,,,
accord,協定、一致,,They reached an accord.,10,,,,,,
ratify,批准する,,The parliament ratified the treaty.,10,,,,,,
