問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
enthusiasm,熱意,,She spoke with enthusiasm.,10,,,,,,
enthusiast,熱心な愛好家,,He is a car enthusiast.,10,,,,,,
enthusiastic,熱心な,enthusiasm（熱意）から,The crowd was enthusiastic.,10,,,,,,
entire,全体の,entirely（すっかり）の仲間,He ate the entire cake.,10,,,,,,
entirely,すっかり、まったく,,That is entirely true.,10,,,,,,
entry,入ること、記入,意味が2つある,Entry is free today.,10,,,,,,
environmental,環境の,environment（環境）から,It is an environmental issue.,10,,,,,,
environmentalist,環境保護を訴える人,,The environmentalist gave a speech.,10,,,,,,
equality,平等,equal（等しい）から,They fought for equality.,10,,,,,,
equally,等しく、同じように,,Divide the cake equally.,10,,,,,,
essence,本質,,That is the essence of the problem.,10,,,,,,
establishment,設立、施設,establish（設立する）から,The establishment of the school took years.,10,,,,,,
eternal,永遠の,,They promised eternal friendship.,10,,,,,,
eternity,永遠,eternal（永遠の）から,The wait felt like an eternity.,10,,,,,,
evenly,均等に、平らに,even（平らな）から,Spread the butter evenly.,10,,,,,,
exact,正確な,exactly（ちょうど）の仲間,Tell me the exact time.,10,,,,,,
examination,試験、検査,exam を正式に言った形,The examination lasts two hours.,10,,,,,,
examiner,試験官,examine（調べる）から,The examiner asked three questions.,10,,,,,,
excellence,すぐれていること,excellent（すぐれた）から,She received an award for excellence.,10,,,,,,
excess,超過、過剰,exceed（こえる）の仲間,Pay for the excess baggage.,10,,,,,,
