問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
taller,より背が高い,tall ＋ er で「より～」,He is taller than me.,10,,,,,,
bigger,より大きい,g を重ねる,This box is bigger than that one.,10,,,,,,
better,よりよい,good の特別な形,This one is better.,10,,,,,,
worse,より悪い,bad の特別な形,The weather got worse.,10,,,,,,
more,より多くの,長い語の前に置いて「より～」,I need more time.,10,,,,,,
most,最も,長い語の前に置いて「最も～」,This is the most famous temple.,10,,,,,,
best,最もよい,good の特別な形,She is the best singer.,10,,,,,,
worst,最も悪い,bad の特別な形,That was the worst day.,10,,,,,,
than,～よりも,くらべる文で使う,He is older than I am.,10,,,,,,
as,～と同じくらい,as ～ as の形で使う,She is as tall as her mother.,10,,,,,,
same,同じ,the same as ～ の形で使う,We are in the same class.,10,,,,,,
different,ちがった,be different from ～ の形で使う,Our answers are different.,10,,,,,,
similar,似ている,,These two are similar.,10,,,,,,
enough,十分な,形容詞のうしろに置くこともある,I have enough money.,10,,,,,,
too,～すぎる、～もまた,意味が2つある,This coffee is too hot.,10,,,,,,
almost,ほとんど,,It is almost eight.,10,,,,,,
only,ただ～だけ,,I have only one pen.,10,,,,,,
both,両方の,,Both of them are my friends.,10,,,,,,
either,どちらか,,You can take either one.,10,,,,,,
neither,どちらも～ない,,Neither answer is right.,10,,,,,,
