問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
neck,首,,The giraffe has a long neck.,10,,,,,,
nose,鼻,,The rabbit has a small nose.,10,,,,,,
shoulder,肩,,My shoulders are stiff.,10,,,,,,
haircut,散髪,hair ＋ cut,I need a haircut.,10,,,,,,
glasses,めがね,いつも複数形で使う,He wears glasses.,10,,,,,,
jacket,上着,,Put on your jacket.,10,,,,,,
jeans,ジーンズ,いつも複数形で使う,These jeans are new.,10,,,,,,
pants,ズボン,いつも複数形で使う,My pants are too long.,10,,,,,,
trousers,ズボン,イギリスでの言い方,He bought new trousers.,10,,,,,,
skirt,スカート,,Her skirt is blue.,10,,,,,,
T-shirt,Tシャツ,T の形から,I wear a T-shirt in summer.,10,,,,,,
shoe,くつ,片方を指す。両方は shoes,One shoe is missing.,10,,,,,,
jewelry,宝石類,数えない名詞,She wears little jewelry.,10,,,,,,
shower,シャワー、にわか雨,意味が2つある,I take a shower every night.,10,,,,,,
bar,棒、酒場,意味が2つある,Hold the bar tightly.,10,,,,,,
tube,管、チューブ,,Squeeze the tube gently.,10,,,,,,
wheel,車輪,,The wheel came off.,10,,,,,,
truck,トラック,,A truck is parked outside.,10,,,,,,
boat,ボート、船,,We rowed a small boat.,10,,,,,,
plane,飛行機,airplane を短くした形,The plane took off.,10,,,,,,
