問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
algorithm,アルゴリズム、算法,,The algorithm sorts the data.,10,,,,,,
artificial intelligence,人工知能,2語で1つの意味,Artificial intelligence is advancing.,10,,,,,,
automation,自動化,automatic（自動の）から,Automation reduces labor.,10,,,,,,
simulation,シミュレーション、模擬実験,,They ran a computer simulation.,10,,,,,,
interface,接点、操作画面,,The interface is easy to use.,10,,,,,,
bandwidth,通信容量,,We need more bandwidth.,10,,,,,,
cloud storage,クラウド保管,2語で1つの意味,I use cloud storage for photos.,10,,,,,,
cybersecurity,サイバー安全対策,cyber（電脳）＋ security,Cybersecurity is a priority.,10,,,,,,
breach,侵害、破ること,,There was a data breach.,10,,,,,,
authentication,本人確認,authentic（本物の）から,Two-step authentication is safer.,10,,,,,,
protocol,手順、規約,,Follow the safety protocol.,10,,,,,,
compatible,互換性のある,,This app is compatible with phones.,10,,,,,,
obsolete,時代遅れの,,That model is obsolete.,10,,,,,,
prototype,試作品,proto（最初の）＋ type（型）,They built a prototype.,10,,,,,,
patent application,特許出願,2語で1つの意味,The patent application was filed.,10,,,,,,
semiconductor,半導体,semi（半）＋ conductor（導体）,Semiconductors are in short supply.,10,,,,,,
circuit,回路,,The circuit was damaged.,10,,,,,,
sensor,センサー、感知器,,The sensor detects motion.,10,,,,,,
drone,無人機、ドローン,,A drone took the photos.,10,,,,,,
virtual reality,仮想現実,2語で1つの意味,Virtual reality is used in training.,10,,,,,,
