問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
animal,動物,,I like animals very much.,10,,,,,,
dog,犬,,My dog is very big.,10,,,,,,
cat,ねこ,,The cat is under the table.,10,,,,,,
bird,鳥,,A bird is singing.,10,,,,,,
flower,花,,These flowers are beautiful.,10,,,,,,
tree,木,,There is a big tree in the park.,10,,,,,,
rain,雨、雨がふる,名詞にも動詞にも使う,It rains a lot in June.,10,,,,,,
snow,雪、雪がふる,,It snows in winter.,10,,,,,,
wind,風,,The wind is strong today.,10,,,,,,
sun,太陽,,The sun is very bright.,10,,,,,,
sky,空,,The sky is blue today.,10,,,,,,
river,川,,We swim in the river.,10,,,,,,
spring,春,,Spring is my favorite season.,10,,,,,,
summer,夏,,Summer is very hot in Japan.,10,,,,,,
fall,秋、落ちる,イギリスでは autumn,Leaves fall in fall.,10,,,,,,
winter,冬,,It is cold in winter.,10,,,,,,
weather,天気,数えない名詞,How is the weather today?,10,,,,,,
cloud,雲,,There are no clouds today.,10,,,,,,
star,星,,We can see many stars tonight.,10,,,,,,
world,世界,,I want to travel around the world.,10,,,,,,
