問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
topography,地形,,The topography is mountainous.,10,,,,,,
terrain,地形、地勢,,The terrain is rough here.,10,,,,,,
plateau,高原、台地,,"The plateau is 1,000 meters high.",10,,,,,,
watershed line,分水嶺,2語で1つの意味,The watershed line runs north.,10,,,,,,
tributary,支流,,This river has many tributaries.,10,,,,,,
estuary,河口,,The estuary is rich in life.,10,,,,,,
archipelago,群島、列島,,Japan is an archipelago.,10,,,,,,
strait,海峡,,Ships pass through the strait.,10,,,,,,
monsoon,季節風,,The monsoon brings heavy rain.,10,,,,,,
arid,乾燥した,,The region is arid.,10,,,,,,
temperate,温帯の,,Japan has a temperate climate.,10,,,,,,
tropical zone,熱帯,2語で1つの意味,The tropical zone is near the equator.,10,,,,,,
permafrost,永久凍土,,Permafrost is melting.,10,,,,,,
population density,人口密度,2語で1つの意味,The population density is high.,10,,,,,,
migration flow,人口移動,2語で1つの意味,The migration flow changed.,10,,,,,,
land use,土地利用,2語で1つの意味,Land use planning matters.,10,,,,,,
cultivated land,耕地,2語で1つの意味,Cultivated land is shrinking.,10,,,,,,
natural resource,天然資源,2語で1つの意味,Oil is a natural resource.,10,,,,,,
trade balance,貿易収支,2語で1つの意味,The trade balance improved.,10,,,,,,
map projection,地図投影法,2語で1つの意味,Every map projection distorts something.,10,,,,,,
