問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
revolution,革命、回転,意味が2つある,The revolution changed society.,10,,,,,,
reformation,改革,reform（改革する）から,The reformation began in Europe.,10,,,,,,
colonial,植民地の,colony（植民地）から,Colonial rule lasted a century.,10,,,,,,
imperial,帝国の,empire（帝国）から,Imperial power declined.,10,,,,,,
feudal,封建の,,Japan had a feudal system.,10,,,,,,
dynasty,王朝,,The dynasty ruled for 300 years.,10,,,,,,
era,時代,,We live in a digital era.,10,,,,,,
chronicle,年代記,,The chronicle records daily life.,10,,,,,,
archaeology,考古学,,Archaeology reveals the past.,10,,,,,,
excavation,発掘,excavate（発掘する）から,The excavation found pottery.,10,,,,,,
artifact,人工遺物,,"The artifact is 2,000 years old.",10,,,,,,
philosophy,哲学,,He studies Greek philosophy.,10,,,,,,
ideology,思想、イデオロギー,,Their ideology differs.,10,,,,,,
doctrine,教義、主義,,The doctrine spread widely.,10,,,,,,
secular,世俗の,,This is a secular state.,10,,,,,,
enlightenment,啓蒙、悟り,enlighten（啓発する）から,The Enlightenment valued reason.,10,,,,,,
humanism,人間中心主義,,Humanism shaped the era.,10,,,,,,
nationalism,民族主義,nation（国家）から,Nationalism rose sharply.,10,,,,,,
legacy of,～の遺産,2語で1つの意味,The legacy of the war remains.,10,,,,,,
heritage site,遺産となる場所,2語で1つの意味,It is a world heritage site.,10,,,,,,
