問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
magical,魔法のような,magic（魔法）から,It was a magical evening.,10,,,,,,
magician,手品師、魔法使い,magic から,The magician pulled out a rabbit.,10,,,,,,
magnificent,すばらしい、壮大な,,The castle is magnificent.,10,,,,,,
mailbox,郵便受け,米国でよく使う言い方,The letter is in the mailbox.,10,,,,,,
mankind,人類,man ＋ kind,It was a great step for mankind.,10,,,,,,
maple,カエデ,木の名前,The maple turns red in autumn.,10,,,,,,
marine,海の,,They study marine life.,10,,,,,,
marked,目立った、著しい,mark（しるし）から,There was a marked improvement.,10,,,,,,
marriage,結婚,marry（結婚する）から,Their marriage lasted fifty years.,10,,,,,,
mash,すりつぶす,,Mash the potatoes well.,10,,,,,,
massive,非常に大きい,mass（かたまり）から,A massive rock blocked the path.,10,,,,,,
mathematician,数学者,,The mathematician solved the problem.,10,,,,,,
mathematics,数学,math を正式に言った形,Mathematics is difficult but useful.,10,,,,,,
measurement,測定、寸法,measure（測る）から,Take the measurement carefully.,10,,,,,,
mechanic,整備士,,The mechanic fixed my bike.,10,,,,,,
mechanical,機械の,machine（機械）の仲間,It was a mechanical failure.,10,,,,,,
meditate,瞑想する、じっくり考える,,He meditates every morning.,10,,,,,,
meditation,瞑想,meditate から,Meditation calms the mind.,10,,,,,,
Mediterranean,地中海の,大文字で始める,They sailed the Mediterranean Sea.,10,,,,,,
medium,中くらいの、手段,意味が2つある,I take a medium size.,10,,,,,,
