問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
razor,かみそり,,He bought a new razor.,10,,,,,,
react,反応する,reaction（反応）の仲間,How did she react to the news?,10,,,,,,
realistic,現実的な、写実的な,real（本当の）から,Be realistic about the time.,10,,,,,,
reality,現実,real から,He must face reality.,10,,,,,,
rearrange,並べかえる、日時を変える,re（再び）＋ arrange,We rearranged the chairs.,10,,,,,,
rebuild,建て直す,re（再び）＋ build,They rebuilt the bridge.,10,,,,,,
reception,受付、歓迎会,意味が2つある,Ask at the reception desk.,10,,,,,,
recite,暗唱する,,He recited the poem.,10,,,,,,
reclaim,取り戻す、埋め立てる,意味が2つある,She reclaimed her lost bag.,10,,,,,,
recognise,見分ける、認める,英国のつづり,I did not recognise him.,10,,,,,,
recognize,見分ける、認める,米国のつづり。recognise と同じ,Do you recognize this song?,10,,,,,,
recording,録音、録画,record（記録する）から,The recording is not clear.,10,,,,,,
recycled,再生された,recycle から,This paper is recycled.,10,,,,,,
reef,岩礁、さんご礁,,The ship hit a reef.,10,,,,,,
refreshments,軽い飲み物や食べ物,いつも複数の形で使う,Refreshments will be served.,10,,,,,,
refusal,拒否,refuse（断る）から,His refusal surprised us.,10,,,,,,
regain,取り戻す,re（再び）＋ gain（得る）,She regained her strength.,10,,,,,,
regard,みなす、尊重,,They regard him as a leader.,10,,,,,,
regarding,〜について,regard から,I wrote regarding your letter.,10,,,,,,
register,登録する、名簿,意味が2つある,Register before Friday.,10,,,,,,
