問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
no one,だれも～ない,2語で1つの意味,No one answered the phone.,10,,,,,,
noisy,うるさい,noise（騒音）＋ y,The room was noisy.,10,,,,,,
noon,正午,,We meet at noon.,10,,,,,,
nowadays,近ごろは,,"Nowadays, everyone has a phone.",10,,,,,,
official,公式の、役人,意味が2つある,This is the official website.,10,,,,,,
oil,油、石油,,Fry it in oil.,10,,,,,,
olive oil,オリーブ油,2語で1つの意味,Use olive oil for the salad.,10,,,,,,
omelet,オムレツ,,She made a cheese omelet.,10,,,,,,
operate,操作する、手術する,意味が2つある,Can you operate this machine?,10,,,,,,
oppose,反対する,opposite（反対の）から,Many people opposed the plan.,10,,,,,,
organize,準備する、整理する,organization（組織）から,We organized a school trip.,10,,,,,,
organized,整理された,organize から,Her desk is well organized.,10,,,,,,
out of,～の外へ、～がなくなって,2語で1つの意味,We are out of milk.,10,,,,,,
oven,オーブン,,Bake it in the oven.,10,,,,,,
overseas,海外の、海外へ,over ＋ seas,He works overseas.,10,,,,,,
overweight,太りすぎの,over ＋ weight,The bag is overweight.,10,,,,,,
pack,荷造りする、包み,名詞にも動詞にも使う,Pack your bag tonight.,10,,,,,,
painter,画家、塗装工,paint ＋ er,The painter finished the wall.,10,,,,,,
pan,なべ、フライパン,,Heat the pan first.,10,,,,,,
panic,あわてる、恐慌,,Do not panic.,10,,,,,,
