問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
sauce,ソース,,Pour the sauce over the pasta.,10,,,,,,
sausage,ソーセージ,,I grilled two sausages.,10,,,,,,
scene,場面、光景,,The final scene was moving.,10,,,,,,
scenery,景色,scene（場面）から,The scenery is beautiful.,10,,,,,,
schoolchild,学童,school ＋ child,Many schoolchildren use this bus.,10,,,,,,
schoolwork,学業,school ＋ work,Finish your schoolwork first.,10,,,,,,
scream,悲鳴をあげる,,She screamed in surprise.,10,,,,,,
seafood,海の幸,sea ＋ food,This town is famous for seafood.,10,,,,,,
seaside,海辺,sea ＋ side,We stayed at a seaside hotel.,10,,,,,,
secret,秘密,,Can you keep a secret?,10,,,,,,
secretary,秘書,,The secretary answered the call.,10,,,,,,
seek,さがす、求める,look for よりかたい言い方,They seek a new leader.,10,,,,,,
sense,感覚、意味,意味が2つある,That makes sense.,10,,,,,,
separate,分ける、別々の,名詞にも動詞にも使う,Separate the trash.,10,,,,,,
seriously,真剣に、深刻に,serious（真剣な）＋ ly,Take this seriously.,10,,,,,,
sew,縫う,sewing（裁縫）から,She sewed a button on.,10,,,,,,
shadow,影,,My shadow is long.,10,,,,,,
shall,～しましょうか,Shall we ～? の形で使う,Shall we begin?,10,,,,,,
shampoo,シャンプー,,We ran out of shampoo.,10,,,,,,
shell,貝がら、殻,,She collected shells.,10,,,,,,
