問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
happen,起こる,,What happened yesterday?,10,,,,,,
appear,現れる,,A rainbow appeared in the sky.,10,,,,,,
disappear,消える,dis（否定）＋ appear,The cat disappeared.,10,,,,,,
continue,続ける、続く,,The rain continued all day.,10,,,,,,
return,もどる、返す,,Please return the book.,10,,,,,,
follow,ついていく、従う,,"Follow me, please.",10,,,,,,
collect,集める,,He collects old coins.,10,,,,,,
prepare,準備する,,I prepared for the test.,10,,,,,,
improve,上達する、よくする,,My English is improving.,10,,,,,,
increase,増える、増やす,,The number is increasing.,10,,,,,,
decrease,減る、減らす,increase の反対,The population is decreasing.,10,,,,,,
compare,くらべる,compare A with B の形で使う,Compare these two pictures.,10,,,,,,
check,確認する、点検,名詞にも動詞にも使う,Check your answers.,10,,,,,,
count,数える,,Count from one to ten.,10,,,,,,
measure,はかる、測定する,,Measure the length.,10,,,,,,
draw a line,線を引く,3語で1つの意味,Draw a line under the word.,10,,,,,,
fill,満たす、うめる,fill in で「記入する」,Fill in your name here.,10,,,,,,
add,加える、足す,,Add some sugar.,10,,,,,,
remove,取り除く,,Remove your shoes here.,10,,,,,,
