問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
jam,ジャム、渋滞,意味が2つある,Spread jam on the toast.,10,,,,,,
jelly,ゼリー,,The jelly is orange flavored.,10,,,,,,
joke,冗談,,He told a funny joke.,10,,,,,,
journey,旅,trip より長い旅,The journey took three days.,10,,,,,,
joy,喜び,,Her face was full of joy.,10,,,,,,
junior,年下の、下級の,senior の対,She is my junior by two years.,10,,,,,,
senior,年上の、上級の,junior の対,He is a senior student.,10,,,,,,
junk,がらくた,,The room is full of junk.,10,,,,,,
killer,殺す者,kill（殺す）＋ er,The film is about a killer.,10,,,,,,
kilo,キロ,kilogram を短くした形,It weighs two kilos.,10,,,,,,
kilometer,キロメートル,,We walked five kilometers.,10,,,,,,
kindly,親切に,kind（親切な）＋ ly,She kindly showed me the way.,10,,,,,,
kingdom,王国,king ＋ dom,The kingdom lasted 300 years.,10,,,,,,
kit,道具一式,,Bring your first aid kit.,10,,,,,,
labor,労働,,The work needs hard labor.,10,,,,,,
lack,不足、欠く,名詞にも動詞にも使う,There is a lack of water.,10,,,,,,
lamp,ランプ、電気スタンド,,Turn on the desk lamp.,10,,,,,,
land,土地、着陸する,名詞にも動詞にも使う,The plane landed safely.,10,,,,,,
lane,小道、車線,,Stay in your lane.,10,,,,,,
latter,後者の,former の対,I prefer the latter.,10,,,,,,
