問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
sick,病気の,,He was sick yesterday.,10,,,,,,
ill,病気の,sick とほぼ同じ意味,She is seriously ill.,10,,,,,,
fever,熱,have a fever で「熱がある」,I have a fever today.,10,,,,,,
headache,頭痛,head（頭）＋ ache（痛み）,I have a headache.,10,,,,,,
hurt,痛む、傷つける,過去形も hurt,My leg hurts.,10,,,,,,
medicine,薬,,Take this medicine after meals.,10,,,,,,
rest,休む、休息,名詞にも動詞にも使う,You should rest today.,10,,,,,,
healthy,健康な,health（健康）＋ y,Vegetables are healthy.,10,,,,,,
exercise,運動、運動する,,I exercise every morning.,10,,,,,,
dangerous,危険な,danger（危険）＋ ous,That road is dangerous.,10,,,,,,
safe,安全な,,This park is safe for children.,10,,,,,,
tooth,歯,複数形は teeth,Brush your teeth.,10,,,,,,
body,体,,Water is good for your body.,10,,,,,,
arm,腕,,He broke his arm.,10,,,,,,
leg,脚,,My legs are tired.,10,,,,,,
finger,指,,I cut my finger.,10,,,,,,
voice,声,,She has a beautiful voice.,10,,,,,,
sleepy,ねむい,sleep（眠る）＋ y,I am sleepy now.,10,,,,,,
