問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
tights,タイツ,いつも複数形で使う,She wore black tights.,10,,,,,,
washing-up,食器洗い,2語で1つの意味,I will do the washing-up.,10,,,,,,
web,ウェブ、くも の巣,意味が2つある,A spider spun a web.,10,,,,,,
bra,下着（ブラジャー）,,The shop sells bras.,10,,,,,,
audio guide,音声ガイド,2語で1つの意味,We rented an audio guide.,10,,,,,,
bank account,銀行口座,2語で1つの意味,I opened a bank account.,10,,,,,,
barber shop,理髪店,2語で1つの意味,The barber shop is closed.,10,,,,,,
good deal,お買い得,2語で1つの意味,That is a good deal.,10,,,,,,
download speed,通信の速さ,2語で1つの意味,The download speed is slow.,10,,,,,,
flea market,のみの市,2語で1つの意味,We shopped at a flea market.,10,,,,,,
model answer,模範解答,2語で1つの意味,Compare it with the model answer.,10,,,,,,
medical check,健康診断,2語で1つの意味,I had a medical check today.,10,,,,,,
car park fee,駐車料金,3語で1つの意味,The car park fee is 300 yen.,10,,,,,,
web site,ウェブサイト,2語で1つの意味,Visit our web site.,10,,,,,,
audio file,音声ファイル,2語で1つの意味,Play the audio file.,10,,,,,,
half price ticket,半額の切符,3語で1つの意味,Children get a half price ticket.,10,,,,,,
progressive form,進行形,2語で1つの意味,Use the progressive form here.,10,,,,,,
description box,説明欄,2語で1つの意味,Write it in the description box.,10,,,,,,
done with,～を終えて,2語で1つの意味,I am done with my homework.,10,,,,,,
