問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
sneeze,くしゃみをする,,The dust made me sneeze.,10,,,,,,
snowboard,スノーボード,snow ＋ board,He bought a new snowboard.,10,,,,,,
snowstorm,吹雪,snow ＋ storm,The snowstorm closed the roads.,10,,,,,,
soap opera,昼の連続ドラマ,2語で1つの意味,She watches a soap opera daily.,10,,,,,,
social networking,交流サイトを使うこと,2語で1つの意味,Social networking connects people.,10,,,,,,
socially,社会的に、人づきあいの上で,social から,He is socially active.,10,,,,,,
solid,固体の、しっかりした,意味が2つある,Ice is water in solid form.,10,,,,,,
somehow,どうにかして、なぜか,,Somehow we finished on time.,10,,,,,,
someplace,どこかに,米国でよく使う言い方,Let us go someplace quiet.,10,,,,,,
sometime,いつか,some time（しばらく）とは別,Come and see us sometime.,10,,,,,,
soothe,なだめる、和らげる,,The song soothed the baby.,10,,,,,,
sophomore,2年生,米国でよく使う言い方,He is a sophomore this year.,10,,,,,,
sore,ひりひり痛む,,I have a sore throat.,10,,,,,,
sorrow,悲しみ,,Her face showed deep sorrow.,10,,,,,,
sort,種類、分類する,意味が2つある,What sort of music do you like?,10,,,,,,
soul,魂、心,,The music touched my soul.,10,,,,,,
southeast,南東の,south ＋ east,The wind blew from the southeast.,10,,,,,,
southern,南の,south から,Southern summers are hot.,10,,,,,,
southwest,南西の,south ＋ west,They drove to the southwest coast.,10,,,,,,
sparkle,きらきら光る,,The lake sparkled in the sun.,10,,,,,,
