問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
media,メディア、報道機関,複数として扱うことが多い,The media reported the event.,10,,,,,,
journalism,報道、ジャーナリズム,,She studies journalism.,10,,,,,,
broadcast,放送する、放送,過去形も broadcast,The game was broadcast live.,10,,,,,,
publish,出版する,publication（出版物）から,They published the book last year.,10,,,,,,
editor,編集者,edit（編集する）＋ or,The editor checked the article.,10,,,,,,
article,記事、品物,意味が2つある,I read an interesting article.,10,,,,,,
headline,見出し,head（頭）＋ line（行）,The headline caught my eye.,10,,,,,,
column,コラム、欄,n を読まない,She writes a weekly column.,10,,,,,,
coverage,報道、取材範囲,cover（取材する）から,The coverage was fair.,10,,,,,,
source,情報源、源,,Check your sources.,10,,,,,,
accuracy,正確さ,accurate（正確な）から,Accuracy matters in news.,10,,,,,,
bias,偏り、先入観,,The report showed bias.,10,,,,,,
rumor,うわさ,,Do not believe rumors.,10,,,,,,
censorship,検閲,,Censorship limits free speech.,10,,,,,,
advertisement,広告,ad と短く言うこともある,I saw the advertisement online.,10,,,,,,
audience rating,視聴率,2語で1つの意味,The audience rating went up.,10,,,,,,
subscribe,購読する、登録する,,I subscribe to that magazine.,10,,,,,,
content,内容、中身,,The content was interesting.,10,,,,,,
viral,急速に広まる,,The video went viral.,10,,,,,,
