問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
authority,権限、当局,,He has the authority to decide.,10,,,,,,
bureaucracy,官僚制度,,The bureaucracy is slow.,10,,,,,,
constitution,憲法、構成,,The constitution protects rights.,10,,,,,,
democracy,民主主義,,Democracy needs participation.,10,,,,,,
legislation,法律、立法,,New legislation was passed.,10,,,,,,
regulation,規制、規則,regulate（規制する）から,Follow the safety regulations.,10,,,,,,
administration,管理、行政,,The administration announced it.,10,,,,,,
committee,委員会,,The committee will meet Friday.,10,,,,,,
council,議会、協議会,,The city council approved it.,10,,,,,,
budget cut,予算削減,2語で1つの意味,The budget cut affected schools.,10,,,,,,
taxpayer,納税者,tax（税）＋ payer（払う人）,Taxpayers deserve an explanation.,10,,,,,,
resident,住民,,Residents complained about the noise.,10,,,,,,
immigrant,移民,,Many immigrants live in this city.,10,,,,,,
minority,少数派,majority の反対,We must respect minorities.,10,,,,,,
majority,多数派,minority の反対,The majority agreed.,10,,,,,,
census,国勢調査,,The census is taken every five years.,10,,,,,,
welfare system,福祉制度,2語で1つの意味,The welfare system supports families.,10,,,,,,
infrastructure,社会基盤,,The city improved its infrastructure.,10,,,,,,
urban,都市の,rural の反対,Urban areas are crowded.,10,,,,,,
rural,田舎の,urban の反対,He grew up in a rural town.,10,,,,,,
