問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
common sense,常識,2語で1つの意味,Use your common sense.,10,,,,,,
commonly,一般に,common（ふつうの）＋ ly,This word is commonly used.,10,,,,,,
comparison,比較,compare（比べる）から,Make a comparison of the two.,10,,,,,,
compete,競争する,competition（競争）から,Ten teams compete today.,10,,,,,,
completely,完全に,complete（完全な）＋ ly,I completely agree.,10,,,,,,
complicated,複雑な,complex とほぼ同じ,The rule is complicated.,10,,,,,,
compliment,ほめ言葉,complement と混同しやすい,Thank you for the compliment.,10,,,,,,
compose,構成する、作曲する,composer（作曲家）から,He composed this song.,10,,,,,,
composition,構成、作文,意味が2つある,Write a short composition.,10,,,,,,
concerned,心配して、関係して,concern（心配）から,I am concerned about him.,10,,,,,,
confusing,まぎらわしい,confuse（混乱させる）から,The map is confusing.,10,,,,,,
confusion,混乱,confuse（混乱させる）から,There was some confusion.,10,,,,,,
congratulate,祝う,congratulations（おめでとう）から,I congratulate you on your success.,10,,,,,,
connect,つなぐ,connection（つながり）から,Connect the cable here.,10,,,,,,
connection,つながり、関係,connect（つなぐ）から,There is no connection.,10,,,,,,
conquer,征服する,,They conquered the mountain.,10,,,,,,
conscious,意識のある、気づいて,consciousness（意識）から,She is conscious of the risk.,10,,,,,,
consideration,考慮,consider（考える）から,Take this into consideration.,10,,,,,,
consonant,子音,vowel（母音）の対,This word starts with a consonant.,10,,,,,,
constantly,絶えず,constant（絶え間ない）＋ ly,He constantly checks his phone.,10,,,,,,
