問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
prefecture,県、府,日本の行政区画,Saitama is a prefecture.,10,,,,,,
municipality,市町村,,Each municipality has a mayor.,10,,,,,,
longitude line,経線,2語で1つの意味,Draw the longitude line here.,10,,,,,,
equator,赤道,,The equator divides the earth.,10,,,,,,
plain,平野、明白な,意味が2つある,The Kanto plain is wide.,10,,,,,,
basin,盆地、流域,,The city lies in a basin.,10,,,,,,
delta,三角州,,A delta forms at a river mouth.,10,,,,,,
rainfall,降水量,rain（雨）＋ fall（落ちる）,Rainfall was heavy this year.,10,,,,,,
agriculture output,農業生産,2語で1つの意味,Agriculture output increased.,10,,,,,,
fishery,漁業,fish（魚）から,The fishery is important here.,10,,,,,,
forestry,林業,forest（森）から,Forestry supports the village.,10,,,,,,
manufacturing,製造業,manufacture（製造する）から,Manufacturing employs many people.,10,,,,,,
trade route,交易路,2語で1つの意味,The trade route crossed the desert.,10,,,,,,
samurai,武士,日本語から英語になった語,The samurai served a lord.,10,,,,,,
shogun,将軍,日本語から英語になった語,The shogun ruled from Edo.,10,,,,,,
emperor,天皇、皇帝,,The emperor visited the shrine.,10,,,,,,
isolation policy,鎖国,2語で1つの意味,The isolation policy lasted 200 years.,10,,,,,,
modernization,近代化,modern（現代の）から,Modernization changed Japan.,10,,,,,,
suffrage,選挙権,,Women gained suffrage in 1945.,10,,,,,,
taxation,課税,tax（税）から,Taxation supports public services.,10,,,,,,
