問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
acute,鋭い、深刻な,,There is an acute shortage.,10,,,,,,
adverse,不利な、逆の,,Adverse weather delayed the flight.,10,,,,,,
aesthetic,美的な,,The design has aesthetic value.,10,,,,,,
alleged,申し立てられた,allege（主張する）から,The alleged crime happened at night.,10,,,,,,
arbitrary,恣意的な、任意の,,The rule seems arbitrary.,10,,,,,,
authentic,本物の,,This is authentic Japanese food.,10,,,,,,
collective,集団の,collect（集める）から,It was a collective decision.,10,,,,,,
compelling,説得力のある,,He gave a compelling argument.,10,,,,,,
complementary,補い合う,complement（補う）から,The two skills are complementary.,10,,,,,,
conservative,保守的な,,He has conservative views.,10,,,,,,
controversial,議論を呼ぶ,controversy（論争）から,It is a controversial topic.,10,,,,,,
credible,信用できる,,The witness was credible.,10,,,,,,
cumulative,累積の,accumulate（蓄積する）から,The cumulative effect is large.,10,,,,,,
detrimental,有害な,,Smoking is detrimental to health.,10,,,,,,
elaborate work,手のこんだ仕事,2語で1つの意味,The room showed elaborate work.,10,,,,,,
empirical,経験に基づく,,We need empirical evidence.,10,,,,,,
explicit,明確な,implicit の反対,Give explicit instructions.,10,,,,,,
implicit,暗黙の,explicit の反対,There was an implicit agreement.,10,,,,,,
feasible plan,実行可能な計画,2語で1つの意味,We chose a feasible plan.,10,,,,,,
inherent,本来備わっている,,There is an inherent risk.,10,,,,,,
