問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
pollution,汚染,pollute（汚す）＋ ion,Air pollution is a serious problem.,10,,,,,,
climate,気候,weather より長い期間を指す,The climate is changing.,10,,,,,,
global warming,地球温暖化,2語で1つの意味,Global warming affects everyone.,10,,,,,,
resource,資源,,Water is a precious resource.,10,,,,,,
waste,廃棄物、むだにする,名詞にも動詞にも使う,Do not waste water.,10,,,,,,
reduce,減らす,,We must reduce garbage.,10,,,,,,
reuse,再利用する,re（再び）＋ use,Please reuse this bag.,10,,,,,,
destroy,破壊する,,The fire destroyed the building.,10,,,,,,
damage,損害、損害を与える,,The storm caused a lot of damage.,10,,,,,,
disaster,災害,,The country prepared for disasters.,10,,,,,,
flood,洪水,,The flood damaged many houses.,10,,,,,,
drought,干ばつ,gh を読まない,The drought lasted for months.,10,,,,,,
shelter,避難所、保護する,,People went to the shelter.,10,,,,,,
rescue,救助する、救助,,They rescued the children.,10,,,,,,
survive,生き残る,,Everyone survived the accident.,10,,,,,,
prevent,防ぐ,prevent A from B の形で使う,We must prevent accidents.,10,,,,,,
warning,警告,warn（警告する）＋ ing,They issued a warning.,10,,,,,,
safety,安全,safe（安全な）から,Safety comes first.,10,,,,,,
species,種、種類,単数も複数も同じ形,This species is rare.,10,,,,,,
extinct,絶滅した,,That animal became extinct.,10,,,,,,
