問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
here,ここに、ここで,,"Come here, please.",10,,,,,,
there,そこに、あそこに,There is ～ で「～がある」,There is a book on the desk.,10,,,,,,
right,右、正しい,意味が2つある,Turn right at the corner.,10,,,,,,
left,左,,The post office is on your left.,10,,,,,,
up,上へ,,Look up at the sky.,10,,,,,,
down,下へ,,"Sit down, please.",10,,,,,,
front,前、正面,in front of ～ で「～の前に」,He is in front of the door.,10,,,,,,
back,うしろ、背中、もどる,意味が多い,I will be back soon.,10,,,,,,
near,近い、～の近くに,,My house is near the station.,10,,,,,,
far,遠い,How far ～? で距離をたずねる,The station is not far.,10,,,,,,
side,側、そば,,Stand by my side.,10,,,,,,
corner,角、すみ,,The shop is on the corner.,10,,,,,,
top,上、頂上,,We reached the top of the hill.,10,,,,,,
under,～の下に,,The cat is under the table.,10,,,,,,
over,～の上に、～をこえて,ふれずに上をおおう感じ,A bird flew over the house.,10,,,,,,
between,～の間に,2つのものの間,The bank is between the shops.,10,,,,,,
inside,内側に、中に,,Let us go inside.,10,,,,,,
outside,外側に、外に,,The children are playing outside.,10,,,,,,
around,～のまわりに,,We sat around the table.,10,,,,,,
next,つぎの、となりの,next to ～ で「～のとなりに」,See you next week.,10,,,,,,
