問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
cruel,残酷な,cruelty（残酷さ）から,That was a cruel joke.,10,,,,,,
crush,押しつぶす,,The box was crushed.,10,,,,,,
cube,立方体,,Cut the cheese into cubes.,10,,,,,,
cure for,～の治療法,2語で1つの意味,There is no cure for it yet.,10,,,,,,
curiously,不思議そうに,curious（好奇心の強い）＋ ly,The cat looked at me curiously.,10,,,,,,
curl,巻き毛、カールする,,Her hair curls naturally.,10,,,,,,
currently,現在,current（現在の）＋ ly,He is currently abroad.,10,,,,,,
curve,曲線、曲がる,,The road has a sharp curve.,10,,,,,,
custom made,注文で作った,2語で1つの意味,The desk is custom made.,10,,,,,,
cyclist,自転車に乗る人,cycle ＋ ist,The cyclist wore a helmet.,10,,,,,,
daily life,日常生活,2語で1つの意味,English is part of daily life.,10,,,,,,
dairy product,乳製品,2語で1つの意味,Cheese is a dairy product.,10,,,,,,
damp,湿った,wet より弱い,The towel is still damp.,10,,,,,,
dare,思いきって～する,,I dare not ask him.,10,,,,,,
dawn,夜明け,dusk の対,We left at dawn.,10,,,,,,
dusk,夕暮れ,dawn の対,The lights come on at dusk.,10,,,,,,
deadly,致命的な,dead（死んだ）＋ ly,That is a deadly poison.,10,,,,,,
debate topic,討論の題目,2語で1つの意味,Choose a debate topic.,10,,,,,,
decade,10年間,deca（10）から,The town changed over a decade.,10,,,,,,
deceive,だます,,Do not deceive your friends.,10,,,,,,
