問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
economy,経済,,The economy is growing.,10,,,,,,
industry,産業、工業,,The car industry is important here.,10,,,,,,
product,製品,produce（生産する）から,This product sells well.,10,,,,,,
produce,生産する,,This factory produces cars.,10,,,,,,
trade,貿易、取引する,名詞にも動詞にも使う,Japan trades with many countries.,10,,,,,,
export,輸出する、輸出,ex（外へ）＋ port（運ぶ）,They export rice to other countries.,10,,,,,,
import,輸入する、輸入,im（中へ）＋ port（運ぶ）,We import oil from abroad.,10,,,,,,
market,市場,,The market opens early.,10,,,,,,
demand,需要、要求する,,There is a high demand for it.,10,,,,,,
supply,供給、供給する,demand の対になる語,The supply is not enough.,10,,,,,,
profit,利益,,The company made a profit.,10,,,,,,
cost,費用、かかる,名詞にも動詞にも使う,How much does it cost?,10,,,,,,
budget,予算,,We have a small budget.,10,,,,,,
tax,税金,,The price includes tax.,10,,,,,,
income,収入,in（中へ）＋ come（来る）,His income increased.,10,,,,,,
debt,借金,b を読まない,He paid off his debt.,10,,,,,,
invest,投資する,,They invested in new machines.,10,,,,,,
advertise,宣伝する,,They advertise on TV.,10,,,,,,
brand,ブランド、銘柄,,This is a famous brand.,10,,,,,,
