問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
farewell,別れ、別れのあいさつ,,We held a farewell party.,10,,,,,,
farming,農業,farm（農場）から,Farming is hard work.,10,,,,,,
farmland,農地,farm ＋ land,The farmland stretches for miles.,10,,,,,,
farther,もっと遠くに,距離に使う。far の形が変わったもの,The station is farther than I thought.,10,,,,,,
farthest,いちばん遠くに,far の形が変わったもの,That is the farthest point.,10,,,,,,
fascinate,心をうばう,,The old map fascinated him.,10,,,,,,
fashionable,流行の,fashion（流行）から,That coat is fashionable.,10,,,,,,
fasten,しっかり留める,t を読まない,Fasten your seat belt.,10,,,,,,
favorable,好ましい、有利な,米国のつづり,We got a favorable reply.,10,,,,,,
favourable,好ましい、有利な,英国のつづり。favorable と同じ,The weather was favourable.,10,,,,,,
fax,ファクス,,Send the form by fax.,10,,,,,,
feast,ごちそう、祝宴,,They enjoyed a great feast.,10,,,,,,
fellow,仲間、同僚,,He helped a fellow student.,10,,,,,,
ferry,フェリー、渡し船,,We took the ferry to the island.,10,,,,,,
festive,お祭りの、はなやかな,festival（祭り）から,The town had a festive mood.,10,,,,,,
fetch,取ってくる,,Please fetch my bag.,10,,,,,,
feverishly,熱に浮かされたように、あわてて,fever（熱）から,She worked feverishly all night.,10,,,,,,
filling,詰め物、中身,fill（満たす）から,The pie has an apple filling.,10,,,,,,
film-maker,映画を作る人,,The film-maker won a prize.,10,,,,,,
filter,こし器、こす,意味が2つある,Change the water filter.,10,,,,,,
