問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
goods,商品、品物,いつも複数の形で使う,The goods arrived this morning.,10,,,,,,
gorgeous,とても美しい、豪華な,,The dress is gorgeous.,10,,,,,,
gorilla,ゴリラ,,The gorilla lives in the forest.,10,,,,,,
gossip,うわさ話,,Do not believe the gossip.,10,,,,,,
governor,知事、統治する人,govern（治める）から,The governor visited the town.,10,,,,,,
gown,長い上着、ガウン,,She wore a long gown.,10,,,,,,
grab,ひっつかむ,,He grabbed my arm.,10,,,,,,
graceful,優雅な,grace（優雅さ）から,Her dance was graceful.,10,,,,,,
grant,認める、助成金,意味が2つある,They granted him permission.,10,,,,,,
graphic,図の、生々しい,graph（図表）の仲間,The book has graphic designs.,10,,,,,,
graphics,図や画像,いつも複数の形で使う,The graphics in this game are good.,10,,,,,,
gratitude,感謝,grateful（感謝している）の仲間,She expressed her gratitude.,10,,,,,,
grave,墓,「重大な」の意味の形容詞もある,They visited his grave.,10,,,,,,
gravy,肉汁のソース,,Pour the gravy over the meat.,10,,,,,,
greeting,あいさつ,greet（あいさつする）から,He raised his hand in greeting.,10,,,,,,
groom,花むこ、（馬の）手入れをする,意味が2つある,The groom waited at the door.,10,,,,,,
ground floor,1階,英国でよく使う言い方。2語で1つの意味,The café is on the ground floor.,10,,,,,,
grouping,グループ分け,group から,The grouping of students changed.,10,,,,,,
guilt,罪の意識、有罪,guilty（罪のある）から,He was troubled by guilt.,10,,,,,,
guitarist,ギターをひく人,,The guitarist played beautifully.,10,,,,,,
