問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
research question,研究の問い,2語で1つの意味,Set a clear research question.,10,,,,,,
literature review,先行研究の整理,2語で1つの意味,Start with a literature review.,10,,,,,,
field work,現地調査,2語で1つの意味,We did field work in the town.,10,,,,,,
interview survey,聞き取り調査,2語で1つの意味,We ran an interview survey.,10,,,,,,
data collection,データ収集,2語で1つの意味,Data collection took a month.,10,,,,,,
validity check,妥当性の確認,2語で1つの意味,Do a validity check.,10,,,,,,
counterargument,反論,counter（反）＋ argument（主張）,Consider the counterargument.,10,,,,,,
supporting evidence,裏づけとなる証拠,2語で1つの意味,Give supporting evidence.,10,,,,,,
logical flow,論理の流れ,2語で1つの意味,Check the logical flow.,10,,,,,,
thesis statement,主張の一文,2語で1つの意味,Write a clear thesis statement.,10,,,,,,
topic sentence,段落の要点文,2語で1つの意味,Begin with a topic sentence.,10,,,,,,
transition word,つなぎの語,2語で1つの意味,Use a transition word here.,10,,,,,,
citation style,引用の書き方,2語で1つの意味,Follow one citation style.,10,,,,,,
plagiarism,盗用,,Plagiarism is a serious offense.,10,,,,,,
originality,独自性,original（独自の）から,Originality is valued.,10,,,,,,
peer feedback,仲間からの助言,2語で1つの意味,Peer feedback improves writing.,10,,,,,,
revision cycle,書き直しの流れ,2語で1つの意味,The revision cycle takes time.,10,,,,,,
poster session,ポスター発表,2語で1つの意味,We joined a poster session.,10,,,,,,
abstract summary,要旨,2語で1つの意味,Write an abstract summary.,10,,,,,,
reflection note,振り返りの記録,2語で1つの意味,Keep a reflection note.,10,,,,,,
