問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
big,大きい,,That is a big dog.,10,,,,,,
small,小さい,,This room is small.,10,,,,,,
long,長い,,She has long hair.,10,,,,,,
short,短い、背が低い,長さにも身長にも使う,This pencil is short.,10,,,,,,
new,新しい,,I have a new bike.,10,,,,,,
old,古い、年をとった,How old are you? で年齢をたずねる,This is an old temple.,10,,,,,,
good,よい、上手な,,She is a good singer.,10,,,,,,
bad,悪い,,The weather is bad today.,10,,,,,,
happy,うれしい、幸せな,,I am very happy today.,10,,,,,,
sad,悲しい,,Why are you sad?,10,,,,,,
hungry,空腹の,,I am hungry now.,10,,,,,,
tired,つかれた,,I am tired after the game.,10,,,,,,
busy,いそがしい,,My father is busy every day.,10,,,,,,
kind,親切な、種類,意味が2つある,She is kind to everyone.,10,,,,,,
easy,やさしい、簡単な,,This question is easy.,10,,,,,,
difficult,むずかしい,,Math is difficult for me.,10,,,,,,
hot,暑い、熱い,,It is hot today.,10,,,,,,
cold,寒い、冷たい,,The water is very cold.,10,,,,,,
fast,速い、速く,形容詞にも副詞にも使う,He can run fast.,10,,,,,,
slow,おそい,,This bus is slow.,10,,,,,,
