問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
hide-and-seek,かくれんぼ,3語で1つの意味,We played hide-and-seek.,10,,,,,,
tag,鬼ごっこ、札,意味が2つある,Let us play tag.,10,,,,,,
jump rope,なわとび,2語で1つの意味,She is good at jump rope.,10,,,,,,
swing,ブランコ、ゆれる,名詞にも動詞にも使う,The swing is broken.,10,,,,,,
slide,すべり台、すべる,名詞にも動詞にも使う,Children love the slide.,10,,,,,,
sandbox,砂場,sand（砂）＋ box（箱）,The little kids play in the sandbox.,10,,,,,,
seesaw,シーソー,,We rode the seesaw.,10,,,,,,
playground equipment,遊具,2語で1つの意味,The playground equipment is new.,10,,,,,,
dodgeball,ドッジボール,dodge（よける）＋ ball,We played dodgeball in P.E.,10,,,,,,
unicycle,一輪車,uni（一つ）＋ cycle（輪）,She can ride a unicycle.,10,,,,,,
paper airplane,紙飛行機,2語で1つの意味,He made a paper airplane.,10,,,,,,
marble,ビー玉、大理石,意味が2つある,I collect marbles.,10,,,,,,
kite,たこ,,We flew a kite.,10,,,,,,
card game,カードゲーム,2語で1つの意味,We played a card game.,10,,,,,,
video game,テレビゲーム,2語で1つの意味,I play video games on weekends.,10,,,,,,
after school,放課後,2語で1つの意味,I practice after school.,10,,,,,,
cram school,塾,2語で1つの意味,I go to cram school twice a week.,10,,,,,,
lesson day,おけいこの日,2語で1つの意味,Tuesday is my lesson day.,10,,,,,,
playdate,友だちと遊ぶ約束,play（遊ぶ）＋ date（約束）,We have a playdate today.,10,,,,,,
