問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
employee,従業員,employ（雇う）＋ ee（される人）,The company has fifty employees.,10,,,,,,
employer,雇い主,employ（雇う）＋ er（する人）,My employer is very fair.,10,,,,,,
manager,管理者、経営者,manage（管理する）＋ er,The manager is out today.,10,,,,,,
staff,職員、スタッフ,ひとまとまりとして扱う,The staff are very kind.,10,,,,,,
colleague,同僚,,My colleague helped me.,10,,,,,,
client,依頼人、顧客,,We met an important client.,10,,,,,,
meeting room,会議室,2語で1つの意味,The meeting room is upstairs.,10,,,,,,
document,書類,,Please sign this document.,10,,,,,,
deadline,締め切り,dead（死んだ）＋ line（線）,The deadline is Friday.,10,,,,,,
overtime,残業,over（超えて）＋ time（時間）,He worked overtime yesterday.,10,,,,,,
promotion,昇進、販売促進,意味が2つある,He got a promotion last month.,10,,,,,,
retire,退職する,,My father will retire next year.,10,,,,,,
resign,辞職する,g を読まない,She resigned from the company.,10,,,,,,
apply,申し込む、応用する,apply for ～ の形で使う,I applied for the job.,10,,,,,,
hire,雇う,,They hired ten new workers.,10,,,,,,
efficient,効率のよい,,This is an efficient method.,10,,,,,,
professional,専門的な、職業の,,She is a professional dancer.,10,,,,,,
department,部門、売り場,,He works in the sales department.,10,,,,,,
branch,支店、枝,意味が2つある,They opened a new branch.,10,,,,,,
