問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
rubbish,ごみ、くだらないもの,英国でよく使う言い方,Take out the rubbish.,10,,,,,,
rudely,失礼に、乱暴に,rude（失礼な）から,He answered rudely.,10,,,,,,
runaway,逃げ出した人,run away から,The runaway was found safe.,10,,,,,,
runway,滑走路,run ＋ way,The plane left the runway.,10,,,,,,
sacred,神聖な,,This is a sacred mountain.,10,,,,,,
sadness,悲しみ,sad（悲しい）から,Her eyes showed sadness.,10,,,,,,
safari,サファリ、狩りの旅,,They went on a safari.,10,,,,,,
safeguard,守る、保護する手立て,意味が2つある,We must safeguard the data.,10,,,,,,
safely,安全に、無事に,safe（安全な）から,They arrived safely.,10,,,,,,
salesman,販売員,,The salesman explained the plan.,10,,,,,,
salmon,サケ,l を読まない,We had grilled salmon.,10,,,,,,
sand,砂,,The sand was hot.,10,,,,,,
sandal,サンダル,ふつう複数で使う,She wore leather sandals.,10,,,,,,
satisfied,満足した,satisfy（満足させる）から,The customer was satisfied.,10,,,,,,
saucepan,片手なべ,,Heat the milk in a saucepan.,10,,,,,,
saucer,受け皿,sauce とはつづりが似ているが別の語,Put the cup on the saucer.,10,,,,,,
scan,ざっと見る、細かく調べる,意味が2つある,She scanned the timetable.,10,,,,,,
scare,こわがらせる,,The noise scared the birds.,10,,,,,,
scared,こわがった,人の気持ちをあらわす,I am scared of heights.,10,,,,,,
scatter,まき散らす、散らばる,,The wind scattered the leaves.,10,,,,,,
