問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
chronological,年代順の,chronicle（年代記）から,Put them in chronological order.,10,,,,,,
circular,円形の、循環の,circle（円）から,The table is circular.,10,,,,,,
circus,サーカス,,The circus came to town.,10,,,,,,
citizenship,市民権,citizen ＋ ship,He obtained citizenship.,10,,,,,,
civil,市民の、民間の,civilization（文明）から,This is a civil matter.,10,,,,,,
classical,古典の,classic（名作の）から,She studies classical music.,10,,,,,,
classify,分類する,class（分類）から,Classify these animals.,10,,,,,,
climber,登山者,climb ＋ er,The climber reached the top.,10,,,,,,
clinic,診療所,,The clinic opens at nine.,10,,,,,,
clip,クリップ、切りぬき,,Hold the papers with a clip.,10,,,,,,
closely,密接に、注意深く,close（近い）＋ ly,Watch closely.,10,,,,,,
coal,石炭,,Coal was once the main fuel.,10,,,,,,
coastal,沿岸の,coast（海岸）から,Coastal towns rely on fishing.,10,,,,,,
collapse,崩れる、崩壊,,The old wall collapsed.,10,,,,,,
collar,えり、首輪,,The dog wears a red collar.,10,,,,,,
combine,組み合わせる,combination（組み合わせ）から,Combine the two lists.,10,,,,,,
comedian,喜劇役者,comedy（喜劇）から,The comedian made us laugh.,10,,,,,,
comedy,喜劇,tragedy の対,I prefer comedy to horror.,10,,,,,,
comet,すい星,,The comet appears every 76 years.,10,,,,,,
commit,（罪を）犯す、ゆだねる,commitment（献身）から,He committed a small error.,10,,,,,,
