問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
hazard,危険、危険なもの,,The wet floor is a hazard.,10,,,,,,
heal,治る、いやす,,The wound healed slowly.,10,,,,,,
healing,治すはたらきのある,heal から,The spring has healing water.,10,,,,,,
hearing,聴力、聞くこと,hear（聞く）から,His hearing is very good.,10,,,,,,
heart attack,心臓発作,2語で1つの意味,He had a heart attack last year.,10,,,,,,
hearted,〜の心をもった,kind-hearted のように語の後ろに付く,She is a warm-hearted person.,10,,,,,,
hearty,心からの、たっぷりの,heart（心）から,They gave us a hearty welcome.,10,,,,,,
heater,暖房器具,heat（熱する）から,Turn on the heater.,10,,,,,,
heaven,天国、空,,They believe in heaven.,10,,,,,,
heavenly,天の、すばらしい,heaven から,The cake tasted heavenly.,10,,,,,,
heel,かかと,,My heel hurts.,10,,,,,,
helpless,どうすることもできない,help ＋ less（〜がない）,The baby bird was helpless.,10,,,,,,
herd,（牛や馬の）群れ,,A herd of cows crossed the road.,10,,,,,,
hidden,かくれた,hide（かくす）の形が変わったもの,There is a hidden door.,10,,,,,,
highly,非常に、高く,high から,She is highly skilled.,10,,,,,,
hip,腰、しり,,He put his hands on his hips.,10,,,,,,
historian,歴史学者,history（歴史）から,The historian wrote a new book.,10,,,,,,
historic,歴史に残る,「歴史上重要な」という意味,It was a historic moment.,10,,,,,,
historical,歴史の、歴史に関する,historic とは意味が少し違う,She reads historical novels.,10,,,,,,
hiv,エイチアイブイ,体を守る力を弱めるウイルス,They study how hiv spreads.,10,,,,,,
