問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
narrative,物語、語り,,The narrative is compelling.,10,,,,,,
metaphor,隠喩、たとえ,,He used a clever metaphor.,10,,,,,,
irony,皮肉,,There is irony in the ending.,10,,,,,,
satire,風刺,,The play is a satire.,10,,,,,,
rhetoric,修辞、言葉づかい,,His rhetoric was powerful.,10,,,,,,
propaganda,宣伝、政治宣伝,,The poster is propaganda.,10,,,,,,
editorial,社説、編集の,,The editorial criticized the policy.,10,,,,,,
correspondent,特派員,,Our correspondent reported live.,10,,,,,,
anonymous,匿名の,,The tip was anonymous.,10,,,,,,
credibility,信頼性,credible（信用できる）から,The report lost credibility.,10,,,,,,
sensational,扇情的な,,The headline was sensational.,10,,,,,,
misinformation,誤情報,mis（誤）＋ information,Misinformation spreads fast.,10,,,,,,
fact-check,事実確認する,2語で1つの意味,We fact-check every claim.,10,,,,,,
archive,記録保管所、保存する,,The archive holds old films.,10,,,,,,
excerpt,抜粋,,Read this excerpt aloud.,10,,,,,,
caption,説明文、字幕,,The caption explains the photo.,10,,,,,,
subtitle,字幕、副題,意味が2つある,I watched it with subtitles.,10,,,,,,
documentary,記録映画,,The documentary won an award.,10,,,,,,
adaptation of,～の脚色,2語で1つの意味,It is an adaptation of a novel.,10,,,,,,
censor,検閲する,censorship（検閲）から,The film was censored.,10,,,,,,
