問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
supermarket,スーパーマーケット,super（超）＋ market（市場）,I bought milk at the supermarket.,10,,,,,,
department store,デパート,2語で1つの意味,The department store is crowded.,10,,,,,,
bookstore,書店,book（本）＋ store（店）,I work at a bookstore.,10,,,,,,
bank,銀行,,The bank opens at nine.,10,,,,,,
post office,郵便局,2語で1つの意味,Where is the post office?,10,,,,,,
hotel,ホテル,,We stayed at a hotel.,10,,,,,,
airport,空港,air（空）＋ port（港）,The airport is far from here.,10,,,,,,
museum,博物館、美術館,,We visited an art museum.,10,,,,,,
theater,劇場、映画館,,The theater is near the station.,10,,,,,,
building,建物,build（建てる）＋ ing,That building is very tall.,10,,,,,,
customer,客,,The shop has many customers.,10,,,,,,
price,値段,,The price is too high.,10,,,,,,
cheap,安い,,This shirt is cheap.,10,,,,,,
expensive,高価な,,That watch is expensive.,10,,,,,,
free,無料の、自由な,意味が2つある,The concert is free.,10,,,,,,
change,変える、おつり,意味が2つある,Here is your change.,10,,,,,,
pay,支払う,,I will pay for lunch.,10,,,,,,
sale,売り出し、安売り,on sale で「売り出し中」,The store is having a sale.,10,,,,,,
order,注文する、順番,意味が2つある,May I take your order?,10,,,,,,
receipt,レシート、領収書,p を読まない,"Keep the receipt, please.",10,,,,,,
