問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
integrity,誠実さ、完全性,,He is a man of integrity.,10,,,,,,
intervention,介入,intervene（介入する）から,Early intervention helps.,10,,,,,,
legacy,遺産、受け継いだもの,,He left a lasting legacy.,10,,,,,,
magnitude,大きさ、規模,,The magnitude of the problem is clear.,10,,,,,,
mandate,権限、命令,,The government has a mandate.,10,,,,,,
momentum,勢い,,The campaign gained momentum.,10,,,,,,
norm,基準、標準,,Working from home became the norm.,10,,,,,,
paradox,逆説,,It is an interesting paradox.,10,,,,,,
paradigm,枠組み、模範,,This is a paradigm shift.,10,,,,,,
premise,前提,,The argument rests on a false premise.,10,,,,,,
rationale,論理的根拠,rational（合理的な）から,Explain the rationale for this.,10,,,,,,
remedy,解決策、治療法,,There is no simple remedy.,10,,,,,,
spectrum,範囲、連続体,,Opinions cover a wide spectrum.,10,,,,,,
stakeholder,利害関係者,stake（利害）＋ holder（持つ人）,All stakeholders were consulted.,10,,,,,,
threshold,しきい値、敷居,,The threshold was set at 80.,10,,,,,,
transition,移行、変化,,The transition took two years.,10,,,,,,
turnout,参加者数、投票率,turn（向く）＋ out（外へ）,Voter turnout was low.,10,,,,,,
validity,妥当性、有効性,valid（有効な）から,We questioned the validity.,10,,,,,,
variance,差異、変動,vary（変わる）から,There is little variance.,10,,,,,,
yield,産出量、生み出す,名詞にも動詞にも使う,The field gave a high yield.,10,,,,,,
