問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
head,頭,,My head hurts.,10,,,,,,
hand,手,,Wash your hands.,10,,,,,,
eye,目,,She has beautiful eyes.,10,,,,,,
ear,耳,,I have two ears.,10,,,,,,
mouth,口,,"Open your mouth, please.",10,,,,,,
face,顔,,Wash your face in the morning.,10,,,,,,
hair,髪、毛,数えない名詞として使うことが多い,She has long hair.,10,,,,,,
foot,足,複数形は feet,My foot hurts.,10,,,,,,
clothes,衣服,いつも複数形で使う,I buy clothes in spring.,10,,,,,,
shoes,くつ,2つで1組なので複数形,These shoes are too small.,10,,,,,,
hat,ぼうし,つばが全体にあるもの,He is wearing a hat.,10,,,,,,
shirt,シャツ,,This shirt is too big.,10,,,,,,
watch,腕時計、見る,意味が2つある,I watch TV every night.,10,,,,,,
umbrella,かさ,,Take an umbrella with you.,10,,,,,,
letter,手紙、文字,意味が2つある,I write a letter to my friend.,10,,,,,,
color,色,イギリスでは colour,What color do you like?,10,,,,,,
red,赤い,,I have a red bag.,10,,,,,,
blue,青い,,The sky is blue.,10,,,,,,
white,白い,,She has a white cat.,10,,,,,,
black,黒い,,My hair is black.,10,,,,,,
