問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
virtue,徳、美徳,,Honesty is a virtue.,10,,,,,,
morality,道徳,moral（道徳の）から,Morality guides behavior.,10,,,,,,
conscience,良心,,His conscience troubled him.,10,,,,,,
dignity,尊厳,,Respect human dignity.,10,,,,,,
justice,正義、公正,,They fought for justice.,10,,,,,,
utilitarian,功利主義の,utility（有用性）から,That is a utilitarian view.,10,,,,,,
altruism,利他主義,,Altruism benefits the group.,10,,,,,,
egoism,利己主義,,Egoism puts the self first.,10,,,,,,
existence,存在,exist（存在する）から,They debated human existence.,10,,,,,,
consciousness,意識,conscious（意識のある）から,Consciousness is hard to define.,10,,,,,,
rational thought,理性的な思考,2語で1つの意味,Rational thought guides science.,10,,,,,,
logic,論理,logical（論理的な）から,Follow the logic of the argument.,10,,,,,,
reasoning,推論、論法,reason（推論する）＋ ing,Explain your reasoning.,10,,,,,,
deduction,演繹、推論,,Deduction moves from general to specific.,10,,,,,,
induction,帰納,deduction の対,Induction moves from cases to rules.,10,,,,,,
fallacy,誤った論法,,That is a logical fallacy.,10,,,,,,
dilemma of choice,選択の板ばさみ,3語で1つの意味,We faced a dilemma of choice.,10,,,,,,
freedom of will,意志の自由,3語で1つの意味,Freedom of will is debated.,10,,,,,,
social justice,社会正義,2語で1つの意味,Social justice requires action.,10,,,,,,
ethical issue,倫理的な問題,2語で1つの意味,This raises an ethical issue.,10,,,,,,
