問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
assert,断言する,assertion（断言）から,The author asserts a new view.,10,,,,,,
argue that,～だと論じる,2語で1つの意味,She argues that reform is needed.,10,,,,,,
assume that,～だと仮定する,2語で1つの意味,Let us assume that it is true.,10,,,,,,
conclude,結論づける,conclusion（結論）から,The study concludes the opposite.,10,,,,,,
imply that,～をほのめかす,2語で1つの意味,The data imply that costs rise.,10,,,,,,
regard as,～とみなす,2語で1つの意味,They regard him as an expert.,10,,,,,,
refer to,言及する、参照する,2語で1つの意味,The text refers to an old law.,10,,,,,,
point out,指摘する,2語で1つの意味,He pointed out the error.,10,,,,,,
note that,～に注意する,2語で1つの意味,Note that the rule changed.,10,,,,,,
in essence,本質的には,2語で1つの意味,"In essence, they agree.",10,,,,,,
by contrast,対照的に,2語で1つの意味,"By contrast, sales fell.",10,,,,,,
for one thing,ひとつには,3語で1つの意味,"For one thing, it is cheaper.",10,,,,,,
what is more,さらに,3語で1つの意味,"What is more, it saves time.",10,,,,,,
needless to say,言うまでもなく,3語で1つの意味,"Needless to say, safety comes first.",10,,,,,,
to put it simply,簡単に言えば,4語で1つの意味,"To put it simply, we must wait.",10,,,,,,
it follows that,したがって～となる,3語で1つの意味,It follows that costs will rise.,10,,,,,,
given that,～を考えると,2語で1つの意味,"Given that it rained, we did well.",10,,,,,,
all things considered,すべてを考えると,3語で1つの意味,"All things considered, it went well.",10,,,,,,
to a large extent,大部分は,4語で1つの意味,"To a large extent, that is true.",10,,,,,,
by no means,決して～ない,3語で1つの意味,It is by no means easy.,10,,,,,,
