問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
go,行く,,I go to school every day.,10,,,,,,
come,来る,,Please come to my house.,10,,,,,,
eat,食べる,,I eat breakfast at seven.,10,,,,,,
drink,飲む,,I drink milk every morning.,10,,,,,,
read,読む,過去形も read（発音は「レッド」）,I read a book every night.,10,,,,,,
write,書く,,Write your name here.,10,,,,,,
speak,話す,言語を話すときに使う,I speak Japanese and English.,10,,,,,,
listen,聞く,listen to ～ の形で使う,I listen to music.,10,,,,,,
look,見る、～に見える,look at ～ で「～を見る」,Look at that bird.,10,,,,,,
see,見える、会う,自然と目に入るとき,I see a big tree.,10,,,,,,
walk,歩く,,I walk to school.,10,,,,,,
run,走る,,He can run very fast.,10,,,,,,
play,遊ぶ、（球技を）する、演奏する,スポーツにも楽器にも使う,I play soccer after school.,10,,,,,,
study,勉強する,,I study English every day.,10,,,,,,
sleep,眠る,,I sleep for eight hours.,10,,,,,,
open,開ける、開いている,,Open your textbook.,10,,,,,,
close,閉める,,"Close the window, please.",10,,,,,,
sing,歌う,,She can sing very well.,10,,,,,,
help,助ける、手伝う,,Can you help me?,10,,,,,,
use,使う,,May I use your pen?,10,,,,,,
