問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
development of,～の発展,2語で1つの意味,The development of the city was fast.,10,,,,,,
management of,～の管理,2語で1つの意味,The management of time matters.,10,,,,,,
production of,～の生産,2語で1つの意味,The production of rice fell.,10,,,,,,
operation of,～の運用,2語で1つの意味,The operation of the system is simple.,10,,,,,,
construction of,～の建設,2語で1つの意味,The construction of the bridge began.,10,,,,,,
distribution,分配、流通,distribute（配る）から,The distribution was unequal.,10,,,,,,
contribution to,～への貢献,2語で1つの意味,Her contribution to science is great.,10,,,,,,
application of,～の応用,2語で1つの意味,The application of the theory is wide.,10,,,,,,
combination of,～の組み合わせ,2語で1つの意味,A combination of factors caused it.,10,,,,,,
foundation,基礎、土台,found（築く）から,Trust is the foundation of teamwork.,10,,,,,,
institution of,～の制度,2語で1つの意味,The institution of marriage changed.,10,,,,,,
generation,世代、発生,意味が2つある,The younger generation thinks differently.,10,,,,,,
reputation for,～という評判,2語で1つの意味,He has a reputation for honesty.,10,,,,,,
recognition,認識、評価,recognize（認める）から,Her work gained recognition.,10,,,,,,
expression of,～の表現,2語で1つの意味,It is an expression of gratitude.,10,,,,,,
interaction,やりとり、相互作用,interact（やりとりする）から,Interaction improves learning.,10,,,,,,
participation in,～への参加,2語で1つの意味,Participation in the event is free.,10,,,,,,
preparation for,～の準備,2語で1つの意味,Preparation for the exam takes months.,10,,,,,,
reflection on,～についての振り返り,2語で1つの意味,Write a reflection on the lesson.,10,,,,,,
transition to,～への移行,2語で1つの意味,The transition to the new system was smooth.,10,,,,,,
