問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
poet,詩人,poem（詩）の仲間,The poet read her work aloud.,10,,,,,,
poetry,詩（全体をまとめて）,1編の詩は poem,She loves English poetry.,10,,,,,,
poison,毒、毒を盛る,意味が2つある,The plant contains poison.,10,,,,,,
poisonous,有毒な,poison から,This mushroom is poisonous.,10,,,,,,
pole,棒、極,意味が2つある,They put up a tall pole.,10,,,,,,
politely,ていねいに,polite（ていねいな）から,He politely refused.,10,,,,,,
politician,政治家,politics（政治）から,The politician visited the school.,10,,,,,,
politics,政治,いつも複数の形だが単数として扱う,He is interested in politics.,10,,,,,,
pollutant,汚染物質,pollute（よごす）から,Cars release pollutants.,10,,,,,,
pond,池,,Ducks swim in the pond.,10,,,,,,
popcorn,ポップコーン,,We shared a bag of popcorn.,10,,,,,,
pork,ぶた肉,,She does not eat pork.,10,,,,,,
port,港,,The ship reached the port.,10,,,,,,
positively,前向きに、確かに,positive（前向きな）から,She responded positively.,10,,,,,,
possession,所有、持ち物,possess（所有する）から,The house is in his possession.,10,,,,,,
possessive,所有をあらわす、独占したがる,文法のことばでもある,This is the possessive form.,10,,,,,,
postman,郵便配達の人,英国でよく使う言い方,The postman came at nine.,10,,,,,,
pot,なべ、つぼ,,Boil water in a pot.,10,,,,,,
pound,ポンド（重さやお金の単位）,,It weighs two pounds.,10,,,,,,
powder,粉,,Add the powder to the milk.,10,,,,,,
