問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
molecule,分子,,Water is made of molecules.,10,,,,,,
atom,原子,,An atom is very small.,10,,,,,,
particle,粒子,,Dust particles float in the air.,10,,,,,,
compound,化合物、複合の,,Salt is a chemical compound.,10,,,,,,
reaction rate,反応速度,2語で1つの意味,Heat raises the reaction rate.,10,,,,,,
catalyst,触媒,,The catalyst speeds up the reaction.,10,,,,,,
radiation,放射線,radiate（放射する）から,Radiation levels were measured.,10,,,,,,
gene,遺伝子,genetic（遺伝の）から,This gene affects height.,10,,,,,,
chromosome,染色体,,Humans have 46 chromosomes.,10,,,,,,
protein structure,たんぱく質の構造,2語で1つの意味,They studied the protein structure.,10,,,,,,
metabolism,代謝,,Exercise raises metabolism.,10,,,,,,
neuron,神経細胞,,Neurons carry signals.,10,,,,,,
organ,臓器、器官,,The heart is a vital organ.,10,,,,,,
tissue,組織、ティッシュ,意味が2つある,Muscle tissue repairs itself.,10,,,,,,
transplant,移植する、移植,,He had a heart transplant.,10,,,,,,
clinical trial,臨床試験,2語で1つの意味,The clinical trial ended.,10,,,,,,
antibiotic,抗生物質,,Antibiotics fight bacteria.,10,,,,,,
epidemic,流行病,,The epidemic spread quickly.,10,,,,,,
pandemic,世界的流行,pan（全）＋ demic（人々）,The pandemic changed daily life.,10,,,,,,
quarantine,隔離,,They were placed in quarantine.,10,,,,,,
