問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
city,都市、市,,Saitama is a big city.,10,,,,,,
town,町,city より小さい,I live in a small town.,10,,,,,,
station,駅,,The station is near my house.,10,,,,,,
park,公園,,Let us play in the park.,10,,,,,,
library,図書館,,I study at the library.,10,,,,,,
hospital,病院,,My mother works at a hospital.,10,,,,,,
shop,店,store も同じ意味,This shop opens at ten.,10,,,,,,
restaurant,レストラン,,We eat at a restaurant.,10,,,,,,
street,通り、道,,Cross the street here.,10,,,,,,
bus,バス,,I go to school by bus.,10,,,,,,
train,電車、列車,,The train is very crowded.,10,,,,,,
car,車,,My father has a new car.,10,,,,,,
bike,自転車,bicycle を短くした形,I ride my bike every day.,10,,,,,,
ticket,切符、チケット,,"Two tickets, please.",10,,,,,,
map,地図,,Look at this map.,10,,,,,,
shopping,買いもの,go shopping で「買いものに行く」,I go shopping with my mother.,10,,,,,,
money,お金,数えない名詞,I do not have much money.,10,,,,,,
zoo,動物園,,We went to the zoo.,10,,,,,,
sea,海,,I like swimming in the sea.,10,,,,,,
mountain,山,,Mt. Fuji is a beautiful mountain.,10,,,,,,
