問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
useless,役に立たない,use ＋ less（〜がない）,The broken tool is useless.,10,,,,,,
vague,あいまいな,gue を「グ」と読む,His answer was vague.,10,,,,,,
vain,むだな、うぬぼれた,in vain（むだに）でよく使う,It was a vain attempt.,10,,,,,,
valuable,価値のある,value（価値）から,This is valuable advice.,10,,,,,,
van,小型トラック、バン,,The van delivered the boxes.,10,,,,,,
variety,多様さ、種類,various（さまざまな）の仲間,The shop has a variety of teas.,10,,,,,,
vary,さまざまである、変える,,Prices vary by season.,10,,,,,,
vast,広大な、ばく大な,,The desert is vast.,10,,,,,,
vein,静脈、（葉の）すじ,,The nurse found a vein.,10,,,,,,
vessel,船、容器、血管,意味が3つある,A large vessel entered the port.,10,,,,,,
vet,獣医,veterinarian を短くした言い方,We took the cat to the vet.,10,,,,,,
via,〜を経由して,もとはラテン語,We flew to Rome via Paris.,10,,,,,,
vice,副の,vice president のように使う,She became vice chair.,10,,,,,,
vice president,副大統領、副社長,2語で1つの意味,The vice president spoke next.,10,,,,,,
victory,勝利,,The team celebrated its victory.,10,,,,,,
video clip,短い動画,2語で1つの意味,He shared a video clip.,10,,,,,,
viewpoint,見方、観点,view ＋ point,"From my viewpoint, it is fair.",10,,,,,,
violence,暴力,violent（暴力的な）から,They spoke out against violence.,10,,,,,,
violently,激しく、乱暴に,violent から,The door shook violently.,10,,,,,,
virtual,事実上の、仮想の,意味が2つある,We had a virtual meeting.,10,,,,,,
