問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
melt,とける、とかす,,The snow melted quickly.,10,,,,,,
memorable,忘れられない,memory（記憶）から,It was a memorable trip.,10,,,,,,
memorise,暗記する,英国のつづり。米国では memorize,Memorise these ten words.,10,,,,,,
mend,直す、修理する,,Can you mend this shirt?,10,,,,,,
mentally,心の中で、精神的に,mental（心の）から,He prepared mentally for the test.,10,,,,,,
merchant,商人,,The merchant sold silk.,10,,,,,,
mere,ほんの、単なる,merely（単に）の仲間,It was a mere accident.,10,,,,,,
merely,単に、ただ〜だけ,,I merely asked a question.,10,,,,,,
mess,散らかった状態,,Your room is a mess.,10,,,,,,
message board,伝言板,2語で1つの意味,Leave a note on the message board.,10,,,,,,
messy,散らかった,mess から,The kitchen is messy.,10,,,,,,
middle-aged,中年の,,A middle-aged man sat down.,10,,,,,,
mild,おだやかな、あっさりした,,The winter was mild this year.,10,,,,,,
mile,マイル（距離の単位）,約1.6キロメートル,We walked three miles.,10,,,,,,
minimise,最小にする,英国のつづり。米国では minimize,We must minimise the risk.,10,,,,,,
minus,〜を引いた、マイナスの,plus（足した）と対で使う,Ten minus three is seven.,10,,,,,,
miracle,奇跡,,It was a miracle that he survived.,10,,,,,,
mischief,いたずら,,The boys got into mischief.,10,,,,,,
miserable,みじめな、ひどく不幸な,misery（みじめさ）から,He felt miserable in the rain.,10,,,,,,
misery,みじめさ、苦しみ,,The war brought misery.,10,,,,,,
