問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
accelerate growth,成長を加速させる,2語で1つの意味,The policy accelerated growth.,10,,,,,,
advance,前進する、進歩,,Technology advances rapidly.,10,,,,,,
affirm,断言する、肯定する,,She affirmed her decision.,10,,,,,,
allege,主張する、申し立てる,,They allege he broke the rule.,10,,,,,,
amend,修正する,amendment（修正）から,They amended the contract.,10,,,,,,
anticipate demand,需要を予測する,2語で1つの意味,We anticipate demand carefully.,10,,,,,,
appraise,評価する、査定する,,An expert appraised the painting.,10,,,,,,
ascertain,確かめる,,Please ascertain the facts.,10,,,,,,
attain a goal,目標を達成する,3語で1つの意味,She attained a goal she set.,10,,,,,,
augment,増やす,,They augmented the budget.,10,,,,,,
bolster,支える、強化する,,The news bolstered confidence.,10,,,,,,
cite,引用する,citation（引用）から,He cited three studies.,10,,,,,,
commence,開始する,begin よりかたい言い方,The ceremony commenced at noon.,10,,,,,,
condemn,非難する,,They condemned the attack.,10,,,,,,
constrain,制約する,,Budget constrains our options.,10,,,,,,
curb,抑制する,,The law curbs pollution.,10,,,,,,
deem,みなす,,The plan was deemed unsafe.,10,,,,,,
depict a scene,場面を描く,3語で1つの意味,The film depicts a scene of war.,10,,,,,,
deploy,配置する、展開する,,They deployed new equipment.,10,,,,,,
deprive,奪う,deprive A of B の形で使う,The war deprived them of homes.,10,,,,,,
