問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
transportation,交通機関,transport（運ぶ）から,Public transportation is convenient.,10,,,,,,
vehicle,乗りもの、車両,,No vehicles beyond this point.,10,,,,,,
highway,幹線道路,high（高い）＋ way（道）,The highway was crowded.,10,,,,,,
traffic jam,交通渋滞,2語で1つの意味,We were stuck in a traffic jam.,10,,,,,,
accident,事故,by accident で「偶然に」,There was an accident on the road.,10,,,,,,
license,免許,,He got a driver license.,10,,,,,,
fare,運賃,,The train fare went up.,10,,,,,,
platform,プラットホーム,,The train leaves from platform three.,10,,,,,,
transfer,乗りかえる、移す,,Transfer at the next station.,10,,,,,,
delay,遅れ、遅らせる,,The flight had a two-hour delay.,10,,,,,,
departure,出発,depart（出発する）から,The departure time is nine.,10,,,,,,
arrival,到着,arrive（着く）から,The arrival was delayed.,10,,,,,,
route,道筋、経路,,We took a different route.,10,,,,,,
distance,距離,,What is the distance to the station?,10,,,,,,
commute,通勤する、通学する,,I commute by train.,10,,,,,,
crosswalk,横断歩道,cross（横切る）＋ walk（歩く）,Use the crosswalk.,10,,,,,,
pedestrian,歩行者,,Pedestrians have the right of way.,10,,,,,,
bicycle,自転車,bike とも言う,I ride my bicycle to school.,10,,,,,,
speed,速度,,Reduce your speed here.,10,,,,,,
destination,目的地,,What is your destination?,10,,,,,,
