問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
said,言った,say の過去の形,She said hello to me.,10,,,,,,
got,手に入れた,get の過去の形,I got a letter today.,10,,,,,,
keep,保つ、続ける,,Keep your desk clean.,10,,,,,,
enter,入る,entrance（入口）から,Do not enter this room.,10,,,,,,
share,分け合う、共有する,,Share the cake with your sister.,10,,,,,,
join,参加する、つなぐ,,Join our club.,10,,,,,,
create,作り出す,creative（創造的な）から,Create your own story.,10,,,,,,
include,含む,,The price includes tax.,10,,,,,,
select,選ぶ,choose よりかたい言い方,Select one answer.,10,,,,,,
act,行動する、演じる,,Act quickly in an emergency.,10,,,,,,
offer,申し出る、提供,,They offered me a seat.,10,,,,,,
control,操作する、支配,,Control the volume with this.,10,,,,,,
access,近づく、利用する,,You can access the site freely.,10,,,,,,
add up,合計する,2語で1つの意味,Add up these numbers.,10,,,,,,
go on,続ける,2語で1つの意味,Please go on with your story.,10,,,,,,
come in,入ってくる,2語で1つの意味,"Come in, please.",10,,,,,,
sit down,すわる,2語で1つの意味,Sit down here.,10,,,,,,
stand up,立ち上がる,2語で1つの意味,"Stand up, everyone.",10,,,,,,
