問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
gymnastics,体操,いつも複数の形で使う,She practises gymnastics.,10,,,,,,
hairdresser,美容師,hair ＋ dresser,I go to the hairdresser monthly.,10,,,,,,
hairdryer,ヘアドライヤー,hair ＋ dryer,The hairdryer is broken.,10,,,,,,
hammer,かなづち、打つ,意味が2つある,Hit the nail with a hammer.,10,,,,,,
hand-held,手に持てる,,He used a hand-held camera.,10,,,,,,
handball,ハンドボール,,They played handball after school.,10,,,,,,
handshake,握手,hand ＋ shake,They ended with a handshake.,10,,,,,,
handy,便利な、手近な,hand から,This tool is very handy.,10,,,,,,
hang,つるす、かかる,,Hang your coat on the hook.,10,,,,,,
hanging,つるした、たれ下がった,hang から,A hanging lamp lit the room.,10,,,,,,
harbor,港,米国のつづり,The ship left the harbor.,10,,,,,,
harbour,港,英国のつづり。harbor と同じ,Boats filled the harbour.,10,,,,,,
hard-working,よく働く、勤勉な,,He is a hard-working student.,10,,,,,,
hardship,苦労、困難,hard ＋ ship（状態）,They lived through great hardship.,10,,,,,,
harness,馬具、（力を）利用する,意味が2つある,We can harness the power of wind.,10,,,,,,
hasty,あわてた、急ぎの,haste（急ぎ）から,Do not make a hasty decision.,10,,,,,,
hatch,（卵が）かえる,,The eggs hatched this morning.,10,,,,,,
hatred,にくしみ,hate（にくむ）から,His words were full of hatred.,10,,,,,,
haunt,（幽霊などが）出る、つきまとう,,The memory still haunts him.,10,,,,,,
haven,避難所、安全な場所,,The island was a haven for birds.,10,,,,,,
