問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
visa,査証、ビザ,,You need a visa to enter.,10,,,,,,
visible,目に見える,vision（視覚）の仲間,The mountain is visible today.,10,,,,,,
vision,視力、展望,意味が2つある,She has poor vision.,10,,,,,,
visual,視覚の,,The book has visual aids.,10,,,,,,
visually,目で見て、視覚的に,visual から,The chart is visually clear.,10,,,,,,
vivid,鮮やかな、生き生きした,,She has a vivid memory of it.,10,,,,,,
vividly,鮮やかに,vivid から,I vividly remember that day.,10,,,,,,
vowel,母音,文法のことば,A is a vowel.,10,,,,,,
voyage,航海、長い旅,,The voyage took three weeks.,10,,,,,,
waggon,荷馬車,英国の古いつづり,The waggon carried hay.,10,,,,,,
wagon,荷馬車、貨車,waggon と同じ,The wagon rolled slowly.,10,,,,,,
ward,病棟、区,,She works in the children ward.,10,,,,,,
wardrobe,洋服だんす、持ち衣装,,Hang your coat in the wardrobe.,10,,,,,,
warmly,温かく、心をこめて,warm から,They welcomed us warmly.,10,,,,,,
warmth,温かさ,warm から,She spoke with warmth.,10,,,,,,
warrior,戦士,war（戦争）から,The warrior carried a shield.,10,,,,,,
washbowl,洗面器,wash ＋ bowl,He filled the washbowl.,10,,,,,,
wasteful,むだの多い,waste（むだにする）から,That is a wasteful habit.,10,,,,,,
waterfall,滝,water ＋ fall,The waterfall is very tall.,10,,,,,,
wax,ろう、ワックス,,The candle is made of wax.,10,,,,,,
